decision_packet_key,source_execution_evidence_key,program_key,program_name,fetch_url,parser_family,approved_followup_artifact,decision_lane,decision_status,parser_spec_family,parser_spec_contract,scope_decision,recourse_decision,candidate_entity_count,candidate_group_count,content_sha256,visible_text_sha256,parser_implementation_allowed,parser_acceptance_allowed,person_ingestion_allowed,denominator_closure_allowed,next_required_approval,evidence_json,mutation_policy,generated_at
vanderbilt_parser_scope_decision_3e0c3e313debb598a420,vanderbilt_parser_scope_execution_evidence_aca799cddd05818d29b9,vanderbilt_program_fellowship-pediatric-endocrinology-https-pediatrics-vumc-org_2949af87ab6f,Pediatric Endocrinology,https://pediatrics.vumc.org/person/current-pediatric-endocrinology-fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,8,1,664611fbddb3640586587d068054019539a748aeac770f0efd940fe5e7f0d895,024d33aa282635c1b48d603b12588bf2bedd3bdac1b4cc2b1d756c1560007468,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":7,""fellow_signal_count"":7,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":0,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_aca799cddd05818d29b9"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_0dd7b971d9f877a6c87e,vanderbilt_parser_scope_execution_evidence_ec119cc0e62cab0372f7,vanderbilt_program_fellowship-pediatric-gastroenterology-https-pediatrics-vumc-_f3304fa0a202,Pediatric Gastroenterology,https://pediatrics.vumc.org/person/current-pediatric-gastroenterology-hepatology-and-nutrition-fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,17,4,cb1ceb521ede8f172cc6dccf71c441d8d3f2bfdfec9bb80352322c9a458da3ae,cfe330fc0af47bce965ee6264d30ca5cfb5d8c6be36f1b82c677d7dc1ed66881,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":17,""fellow_signal_count"":16,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":7,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_ec119cc0e62cab0372f7"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_45dda35ad73c9009d911,vanderbilt_parser_scope_execution_evidence_444374882c42a43c86bd,vanderbilt_program_fellowship-pediatric-hospital-medicine-https-pediatrics-vumc_fc2f034a3e09,Pediatric Hospital Medicine,https://pediatrics.vumc.org/person/current-pediatric-hospital-medicine-fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,12,1,b3546e89b160841a6c81a2030ff10d576bbd674eea581e97429461d72dfca87e,2bd6195797c60fc23b42c9a65e3dbad224c2d6b46116ce487da9c97367863c4d,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":8,""fellow_signal_count"":8,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":2,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_444374882c42a43c86bd"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_4fe1c19032bc78443788,vanderbilt_parser_scope_execution_evidence_05136a9157bdac44f8f4,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,16,4,fdc83c9a4ea028f5396df0fff523a33529459a3cf89747e511537cbe9da325bd,19ef176169765eeaf1768db75b111149d13c0dca0307e3de90e90e1a4ab7b86f,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":17,""fellow_signal_count"":14,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":5,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_05136a9157bdac44f8f4"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_aae5bddd0026001f8efd,vanderbilt_parser_scope_execution_evidence_659fdea02b0cf09fcc18,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,12,1,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":8,""fellow_signal_count"":8,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":2,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_659fdea02b0cf09fcc18"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_d062754677069138a51e,vanderbilt_parser_scope_execution_evidence_725a58570470aff7ff07,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,https://pediatrics.vumc.org/person/pgy-1,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,69,1,468f9abea7076cf3b7c883beb14c867c2333e3cadb4572cbc723b1904e1767fb,ba21b19989b4f3037f3fb16bd2c4eed613a72bbd2fc5a03f20ce2f812c183102,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":9,""fellow_signal_count"":0,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":5,""resident_signal_count"":6,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_725a58570470aff7ff07"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_4860dd99660692225ad9,vanderbilt_parser_scope_execution_evidence_79b11827a2e5a1ccfe23,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,vumc_pgy_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pgy_listing_page,Candidate-only parser spec: parse PGY sections and person/profile anchors into counts and hashed candidate fingerprints only.,same_program_current_roster_signal_for_parser_spec,not_recourse,17,1,25e3158f5c33a852b441defea4fe312ce0c2baccf1dee9a25c5cd83d7c20f1ed,59c09f868c2b92cd65c32d55cdfecdea38500217c0a6918bee28b538934405a4,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":26,""fellow_signal_count"":2,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":8,""resident_signal_count"":18,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_79b11827a2e5a1ccfe23"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_2bd20e2490b43ebd6b82,vanderbilt_parser_scope_execution_evidence_4bf663a59863cda57f74,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,vumc_pediatrics_person_listing_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_pediatrics_person_listing_page,Candidate-only parser spec: count /person/ anchors and current/fellow signal sections; emit hashed candidate fingerprints only until person-ingestion approval.,same_program_current_roster_signal_for_parser_spec,not_recourse,12,1,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":8,""fellow_signal_count"":8,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":2,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_4bf663a59863cda57f74"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_95108370454994f02197,vanderbilt_parser_scope_execution_evidence_030200e5d0007f426f1d,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,vumc_medicine_division_fellows_shared_page,source_specific_parser_build_review_packet,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,vumc_medicine_division_fellows_shared_page,Shared-page parser spec: separate GI/Hepatology/Nutrition fellow sections from subspecialty scope before any source-specific parser implementation.,same_program_current_roster_signal_for_parser_spec,not_recourse,10,8,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,false,false,false,false,exact_parser_implementation_or_candidate_extraction_approval_required,"{""current_signal_count"":26,""fellow_signal_count"":24,""parser_probe_status"":""parser_build_review_ready_candidate_entity_counts"",""pgy_signal_count"":0,""resident_signal_count"":6,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_030200e5d0007f426f1d"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
vanderbilt_parser_scope_decision_646c879551c0b4244dad,vanderbilt_parser_scope_execution_evidence_2d98c4b50c12bb5cb91c,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/2022-residency-match,http_error_recourse,route_retry_or_source_discovery_recourse_packet,route_recourse_decision,http_error_recourse_ready,http_error_recourse,Recourse/manual spec: preserve HTTP evidence and source-discovery route without parser implementation.,not_parser_scope_candidate,retry_or_replace_retired_orthopaedic_match_route,16,0,c62fb4641db7ef61acdb65346cb477329f938619067e0028f3b9f6855ec6dce2,93ae3274bfdfceca4e002ae0223df581c75ecc635c877e76e35469403fcda531,false,false,false,false,exact_route_replacement_or_unresolved_gap_closure_approval_required,"{""current_signal_count"":2,""fellow_signal_count"":2,""parser_probe_status"":""recourse_http_route_retry_or_replace_source"",""pgy_signal_count"":0,""resident_signal_count"":9,""route_hash_matches_prior_observation"":""true"",""source_execution_evidence_key"":""vanderbilt_parser_scope_execution_evidence_2d98c4b50c12bb5cb91c"",""source_execution_evidence_rowset_sha256"":""db7e7c7b03c31c20a6b3b9c2a17da2d24cbf0c725f97872452db63a2e5942812""}","Non-mutating Vanderbilt parser-family spec and scope/recourse decision packet. It turns approved execution evidence into parser-family specifications, scope dispositions, General Surgery rendered-review disposition, and route recourse decisions. It does not approve parser implementation as accepted people, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:59:54.749106+00:00
