review_template_key,school_gap_resolution_batch_packet_key,school_gap_resolution_batch_key,execution_order,batch_packet_order,gap_key,school_name,program_key,program_name,program_type,department_or_group,next_operator_lane,resolution_category,packet_status,support_status,denominator_url,best_evidence_url,best_evidence_title,best_evidence_status,recommended_packet_action,required_next_evidence,target_artifact,allowed_review_actions,proposed_non_mutating_review_action,proposed_source_discovery_query,proposed_candidate_official_url,proposed_evidence_summary,proposed_output_artifact,confirm_no_person_ingestion,confirm_no_denominator_closure,confirm_no_school_verification,confirm_no_url_rewrite,confirm_no_identity_collapse,confirm_candidate_evidence_only,template_row_status,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,school_verification_allowed,url_rewrite_allowed,identity_collapse_allowed,private_artifact_paths_committed,evidence_json,mutation_policy,generated_at
school_gap_resolution_review_template_c320b192ddcd292a9130,school_gap_resolution_batch_packet_c0be303bc48ce55ba1e4,school_gap_resolution_batch_75872a4a947713732895,2,14,school_gap_resolution_09621a47c71f1d7789af,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-pediatric-hospital-medicine-https-pediatrics-vumc_fc2f034a3e09,Pediatric Hospital Medicine,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,negative_route_evidence_recorded_manual_or_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://pediatrics.vumc.org/hospital-medicine-fellowship,https://www.vumc.org/gme/house-staff,House Staff | Office of Graduate Medical Education,secondary_source_search_needed,"Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.","Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.",artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Pediatric Hospital Medicine current roster scope.,https://pediatrics.vumc.org/hospital-medicine-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=4; person_signals=1; candidate evidence only.,/tmp/vanderbilt_gap_review_pediatric_hospital_medicine.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://pediatrics.vumc.org/hospital-medicine-fellowship"",""content_sha256"":""8449058381b90b9dafbee09054ec6d19b386b361a3e5ea6ba71cf70b5a4d1da2"",""effective_url"":""https://pediatrics.vumc.org/hospital-medicine-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""1"",""roster_signal_count"":""4"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_c02e430c34e6c1c22a55"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_303c97d037428e57686f,school_gap_resolution_batch_packet_cef606c2d901444b2002,school_gap_resolution_batch_75872a4a947713732895,2,15,school_gap_resolution_5de022f01304cc11d0bc,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,negative_route_evidence_recorded_manual_or_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://pediatrics.vumc.org/infectious-diseases-fellowship,https://www.vumc.org/gme/house-staff,House Staff | Office of Graduate Medical Education,secondary_source_search_needed,"Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.","Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.",artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Pediatric Infectious Diseases current roster scope.,https://pediatrics.vumc.org/infectious-diseases-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=4; person_signals=2; candidate evidence only.,/tmp/vanderbilt_gap_review_pediatric_infectious_diseases.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://pediatrics.vumc.org/infectious-diseases-fellowship"",""content_sha256"":""a4209a9c1676dc01d0c58edbf02ed1e475b79dbff2ee63b9bf2b7c0806a94f9d"",""effective_url"":""https://pediatrics.vumc.org/infectious-diseases-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""2"",""roster_signal_count"":""4"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_f970ce39894ebf3da540"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_5c1ed847daa3a369e77c,school_gap_resolution_batch_packet_c550e6518cf37f66320c,school_gap_resolution_batch_75872a4a947713732895,2,16,school_gap_resolution_7d545e5567d3a5931f78,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,negative_route_evidence_recorded_manual_or_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://pediatrics.vumc.org/rheumatology-fellowship,https://www.vumc.org/gme/house-staff,House Staff | Office of Graduate Medical Education,secondary_source_search_needed,"Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.","Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.",artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Pediatric Rheumatology current roster scope.,https://pediatrics.vumc.org/rheumatology-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=6; person_signals=2; candidate evidence only.,/tmp/vanderbilt_gap_review_pediatric_rheumatology.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://pediatrics.vumc.org/rheumatology-fellowship"",""content_sha256"":""08e47ddeb60f3c521fae36a93acc7234f15855a786f059fc3463090c2a5452cf"",""effective_url"":""https://pediatrics.vumc.org/rheumatology-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""2"",""roster_signal_count"":""6"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_5cc1e6347fbb23c3662f"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_b6f397bc502d60f37350,school_gap_resolution_batch_packet_d25fb62b2ae0266345ae,school_gap_resolution_batch_75872a4a947713732895,2,17,school_gap_resolution_a4912d3cb73b8b07a8d8,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,negative_route_evidence_recorded_manual_or_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://pediatrics.vumc.org/rheumatology-fellowship,https://www.vumc.org/gme/house-staff,House Staff | Office of Graduate Medical Education,secondary_source_search_needed,"Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.","Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.",artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Rheumatology current roster scope.,https://pediatrics.vumc.org/rheumatology-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=6; person_signals=2; candidate evidence only.,/tmp/vanderbilt_gap_review_rheumatology.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://pediatrics.vumc.org/rheumatology-fellowship"",""content_sha256"":""08e47ddeb60f3c521fae36a93acc7234f15855a786f059fc3463090c2a5452cf"",""effective_url"":""https://pediatrics.vumc.org/rheumatology-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""2"",""roster_signal_count"":""6"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_4a0c634517cdac7cf3dd"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_1b70c78781d999f954bb,school_gap_resolution_batch_packet_75835a1f1bca24c07f15,school_gap_resolution_batch_75872a4a947713732895,2,18,school_gap_resolution_a1e556a92063110193f1,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,negative_route_evidence_recorded_manual_or_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://medicine.vumc.org/transplant-hepatology-fellowship,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,"Gastroenterology, Hepatology and Nutrition",secondary_source_search_needed,"Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.","Perform rendered/manual review, hidden-route discovery, or broader official search before any closure packet.",artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Transplant Hepatology current roster scope.,https://medicine.vumc.org/transplant-hepatology-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=2; person_signals=12; candidate evidence only.,/tmp/vanderbilt_gap_review_transplant_hepatology.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://medicine.vumc.org/transplant-hepatology-fellowship"",""content_sha256"":""685cfb4690de3a392a2e218be76258f6e320c8a2f938bbcf2fc880624748a0d3"",""effective_url"":""https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/transplant-hepatology-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""12"",""roster_signal_count"":""2"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_68cf476281f25a72844e"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_30500dde8a36f30e17da,school_gap_resolution_batch_packet_655dc1d71acd87efd200,school_gap_resolution_batch_b6fd195cf126548f4670,3,1,school_gap_resolution_426db45c489f4db51190,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-laboratory-genetics-genomics-https-www-vumc-org-p_553fd9109c3a,Laboratory Genetics & Genomics,fellowship,VUMC GME Fellowships,linked_route_inspection_after_related_scope_source_discovery,open_gap_linked_route_inspection_after_related_scope_source_discovery,related_scope_gap_packet,has_supported_person_structure_but_mutation_blocked,https://www.vumc.org/pmi-residents/laboratory-genetics-and-genomics-fellowship,https://www.vumc.org/pmi-residents/laboratory-genetics-and-genomics-fellowship,Laboratory Genetics and Genomics Fellowship | PMI Residents & Fellows,linked_roster_candidate_needs_route_inspection,Run route inspection on the linked roster candidate; keep outputs non-mutating until an exact packet is approved.,Run route inspection on the linked roster candidate; keep outputs non-mutating until an exact packet is approved.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_655dc1d71acd87efd200"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_b9c108b742f576018c8d,school_gap_resolution_batch_packet_e02a6157f1fe3b8ff462,school_gap_resolution_batch_b6fd195cf126548f4670,3,2,school_gap_resolution_2bcf94de4752d86aa844,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-pediatric-pathology-https-www-vumc-org-pmi-reside_483a5221bef3,Pediatric Pathology,fellowship,VUMC GME Fellowships,linked_route_inspection_after_related_scope_source_discovery,open_gap_linked_route_inspection_after_related_scope_source_discovery,related_scope_gap_packet,has_supported_person_structure_but_mutation_blocked,https://www.vumc.org/pmi-residents/pediatric-pathology-fellowship,https://www.vumc.org/pmi-residents/pediatric-pathology-fellowship,Pediatric Pathology Fellowship | PMI Residents & Fellows,linked_roster_candidate_needs_route_inspection,Run route inspection on the linked roster candidate; keep outputs non-mutating until an exact packet is approved.,Run route inspection on the linked roster candidate; keep outputs non-mutating until an exact packet is approved.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_e02a6157f1fe3b8ff462"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_23aae69b05c8c1e38d6d,school_gap_resolution_batch_packet_26ddd48f9bb65a1fd600,school_gap_resolution_batch_715e34b498d3873311fb,4,1,school_gap_resolution_0f722f151b4e935afbe1,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-academic-general-pediatrics-https-pediatrics-vumc_41e6efa85f89,Academic General Pediatrics,fellowship,VUMC GME Fellowships,manual_rendered_review_or_targeted_source_discovery,open_gap_manual_rendered_review_or_targeted_source_discovery_needed,source_discovery_gap_packet,has_candidate_source_needs_probe_or_review,https://pediatrics.vumc.org/general-pediatrics-fellowship,https://pediatrics.vumc.org/node/1106,Current Academic General Pediatrics Fellows | Department of Pediatrics,official_context_observed_without_supported_current_named_roster,Preserve official current-fellows context as non-mutating evidence; continue rendered review or targeted source discovery.,Preserve official current-fellows context as non-mutating evidence; continue rendered review or targeted source discovery.,artifacts/data/school_gap_resolution_manifest.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,route_inspection_needed,Review official Vanderbilt candidate source for Academic General Pediatrics current roster scope.,https://pediatrics.vumc.org/general-pediatrics-fellowship,Official-domain candidate with current-roster signals; confidence=high; roster_signals=4; person_signals=1; candidate evidence only.,/tmp/vanderbilt_gap_review_academic_general_pediatrics.csv,true,true,true,true,true,true,targeted_candidate_evidence_ready_for_non_mutating_review,0,false,false,false,false,false,false,"{""candidate_confidence"":""high"",""candidate_evidence_only"":true,""candidate_status"":""official_candidate_current_roster_signal_needs_parser_review"",""candidate_url"":""https://pediatrics.vumc.org/general-pediatrics-fellowship"",""content_sha256"":""44616f67e460044514fe9a751424ac6a738b71119c796bf976ea0054d1b502f6"",""effective_url"":""https://pediatrics.vumc.org/general-pediatrics-fellowship"",""fetch_status"":""fetched"",""http_status"":""200"",""person_signal_count"":""1"",""roster_signal_count"":""4"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_2e30bed320830304d059"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_f00457281594baf70101,school_gap_resolution_batch_packet_bc5c035a87c458cf5165,school_gap_resolution_batch_329bacd0349de0a4a8bc,5,1,school_gap_resolution_20f0970921f39f7f3b0e,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-addiction-medicine-https-www-vumc-org-trauma-and-_2c7c3b225aa2,Addiction Medicine,fellowship,VUMC GME Fellowships,rendered_parser_manual_review_after_related_scope_source_discovery,open_gap_rendered_parser_review_after_related_scope_source_discovery,parser_or_manual_review_gap_packet,has_candidate_source_needs_probe_or_review,https://www.vumc.org/trauma-and-scc/acute-care-surgery-and-burn-fellowship-programs,https://www.vumc.org/trauma-and-scc/acute-care-surgery-fellowship-program,Acute Care Surgery Fellowship Program | Division of Acute Care Surgery,target_roster_text_candidate_needs_rendered_parser_review,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_bc5c035a87c458cf5165"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_f2fa28c72588c987b9ef,school_gap_resolution_batch_packet_4464d1f393b1ca1022ab,school_gap_resolution_batch_329bacd0349de0a4a8bc,5,2,school_gap_resolution_2b16ec1304fa702fcf08,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-genitourinary-pathology-https-www-vumc-org-pmi-re_1f9ee5db5058,Genitourinary Pathology,fellowship,VUMC GME Fellowships,rendered_parser_manual_review_after_related_scope_source_discovery,open_gap_rendered_parser_review_after_related_scope_source_discovery,parser_or_manual_review_gap_packet,has_supported_person_structure_but_mutation_blocked,https://www.vumc.org/pmi-residents/genitourinary-surgical-pathology-fellowship,https://www.vumc.org/pmi-residents/genitourinary-surgical-pathology-fellowship,Genitourinary Surgical Pathology Fellowship | PMI Residents & Fellows,target_roster_text_candidate_needs_rendered_parser_review,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_4464d1f393b1ca1022ab"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_7445ca67cca7155dd3c8,school_gap_resolution_batch_packet_0a74f30bdb62b7d42b6c,school_gap_resolution_batch_329bacd0349de0a4a8bc,5,3,school_gap_resolution_cd69de75bda78d4025f3,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-renal-pathology-https-www-vumc-org-pmi-residents-_4b8002926d08,Renal Pathology,fellowship,VUMC GME Fellowships,rendered_parser_manual_review_after_related_scope_source_discovery,open_gap_rendered_parser_review_after_related_scope_source_discovery,parser_or_manual_review_gap_packet,has_supported_person_structure_but_mutation_blocked,https://www.vumc.org/pmi-residents/renal-pathology-fellowship,https://www.vumc.org/pmi-residents/renal-pathology-fellowship,Renal Pathology Fellowship | PMI Residents & Fellows,target_roster_text_candidate_needs_rendered_parser_review,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_0a74f30bdb62b7d42b6c"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
school_gap_resolution_review_template_c6f043b0a9c52f748b39,school_gap_resolution_batch_packet_fc3927a8ca981f4771cb,school_gap_resolution_batch_329bacd0349de0a4a8bc,5,4,school_gap_resolution_20f1c114efbbdead4fc0,VANDERBILT UNIVERSITY SCH OF MEDICINE,vanderbilt_program_fellowship-spine-and-muscoskeletal-rehab-https-www-vumc-org-_db85729635f6,Spine and Muscoskeletal Rehab,fellowship,VUMC GME Fellowships,rendered_parser_manual_review_after_related_scope_source_discovery,open_gap_rendered_parser_review_after_related_scope_source_discovery,parser_or_manual_review_gap_packet,has_supported_person_structure_but_mutation_blocked,https://www.vumc.org/pmr/nass-recognized-interventional-spine-msk-fellowship-now-offered-vumc-department-pmr,https://www.vumc.org/pmr/nass-recognized-interventional-spine-msk-fellowship-now-offered-vumc-department-pmr,NASS Recognized Interventional Spine / MSK Fellowship at VUMC Department of PM&R | Department of Physical Medicine and Rehabilitation,target_roster_text_candidate_needs_rendered_parser_review,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,Run rendered/parser review on the target candidate URL; packetize only target-scope current trainee rows for later exact GBrain approval.,artifacts/data/vanderbilt_related_scope_source_discovery_disposition_packet.csv,candidate_official_source_for_later_probe; source_discovery_query_only; route_inspection_needed; rendered_or_manual_review_needed; scope_disposition_packet_needed; no_public_roster_closure_packet_needed; defer_needs_more_context,,,,,,,,,,,,blank_pending_non_mutating_review_input,0,false,false,false,false,false,false,"{""blank_template_row"":true,""private_artifact_paths_committed"":false,""public_urls_may_be_present"":true,""source_packet_key"":""school_gap_resolution_batch_packet_fc3927a8ca981f4771cb"",""source_slice_index_rowset_sha256"":""2442accacb8ff67df1d2df3915c737af70e0186f11b9750c0d52c6b819c2cb75""}","Non-mutating school gap-resolution review template. It gives public contributors blank fields for source-discovery planning and packet-prep notes over committed Vanderbilt gap packets. It does not fetch pages, accept candidate URLs as official truth, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:40:20.307140+00:00
