profile_reobservation_key,profile_workbench_key,person_key,display_name,role,program_name,candidate_url,candidate_domain,fetch_status,http_status,source_hash,title,canonical_url,name_present,program_context_present,role_or_training_context_present,official_domain_confirmed,profile_path_confirmed,reobservation_status,evidence_strength,match_context,reobserved_at,evidence_json
official_profile_reobservation_52fb3251f3de562a7939,official_profile_workbench_981c82e7c6682d77f4e7,person_allan-stolarski-md-ms_bb615dd872ac,"Allan Stolarski, MD, MS",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data-layer-link-text=""",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Allan Stolarski, MD, MS"", ""name_present"": false, ""name_tokens_checked"": [""allan"", ""stolarski""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""trauma"", ""surgical"", ""critical"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_225fcf79f0d9c174ad83,official_profile_workbench_0306438a693a45684a5a,person_madison-harris-do_b296586278e6,"Madison Harris, DO",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data-layer-link-text=""",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Madison Harris, DO"", ""name_present"": false, ""name_tokens_checked"": [""madison"", ""harris""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""trauma"", ""surgical"", ""critical"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_c2aabc1565ce9e6a0134,official_profile_workbench_b66b2fb110a39de6aa12,person_mary-decoteau-md_107185e399b5,"Mary Decoteau, MD",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data-layer-link-text=""",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Mary Decoteau, MD"", ""name_present"": false, ""name_tokens_checked"": [""mary"", ""decoteau""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""trauma"", ""surgical"", ""critical"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_4ab205b5d7a230f25c52,official_profile_workbench_c4ea20e8c59761f399aa,person_michael-weykamp-md-ms_df24588b4705,"Michael Weykamp, MD, MS",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data-layer-link-text=""",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Michael Weykamp, MD, MS"", ""name_present"": false, ""name_tokens_checked"": [""michael"", ""weykamp""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""trauma"", ""surgical"", ""critical"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_7a7cab013c13711fe512,official_profile_workbench_2e56b194753d46088454,person_jackie-zhang-md_1cc440dab925,"Jackie Zhang, MD",fellow,Vascular Surgery Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"th></svg></a></div></li><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Neurosurgery"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data-layer-link-text=""Neurosu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Jackie Zhang, MD"", ""name_present"": false, ""name_tokens_checked"": [""jackie"", ""zhang""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""vascular"", ""surgery""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_4c84f00a8c0a6f7443a9,official_profile_workbench_07063e4ce0ce3941ea50,person_alex-swanger-md_bf924cc4b79f,"Alex Swanger, MD",resident,Anesthesiology Residency,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/swanger-alex,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"rizontal""><div><div><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Alex Swanger, MD"", ""name_present"": false, ""name_tokens_checked"": [""alex"", ""swanger""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""anesthesiology""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/swanger-alex"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_c9c0ba73fef35bd6fb05,official_profile_workbench_6bb143a9b821c82ea401,person_alexandra-makhoul-md-mba_dcf2dbfb17a0,"Alexandra Makhoul, MD, MBA",resident,Anesthesiology Residency,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/makhoul-alexandra,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"rizontal""><div><div><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Alexandra Makhoul, MD, MBA"", ""name_present"": false, ""name_tokens_checked"": [""alexandra"", ""makhoul""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""anesthesiology""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/makhoul-alexandra"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_0a3fc51106a3c56ce907,official_profile_workbench_d40e438a4a94d07442d7,person_arthur-thomas-md_4c4f6e4f501e,"Arthur Thomas, MD",resident,Anesthesiology Residency,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/thomas-arthur,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,1,fresh_source_resolved_to_generic_academic_departments_page,1,"rizontal""><div><div><div><ul><li><div class=""CardListing_container__JW3rD""><a href=""/Academic-Departments/Department-of-Anesthesiology-and-Critical-Care"" class=""CardListing_link__8R_47 Link_primary__4_VuT"" data-layer-event=""card_click"" data",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Arthur Thomas, MD"", ""name_present"": false, ""name_tokens_checked"": [""arthur"", ""thomas""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": true, ""program_context_present"": true, ""program_terms_checked"": [""anesthesiology""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/residents/ca3/thomas-arthur"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_16e120160a352424489f,official_profile_workbench_6e02b4a70375934898ce,bassel ghaddar,Bassel Ghaddar MD,resident,Internal Medicine Physician-Scientist Pathway,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/ghaddar-bassel,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Bassel Ghaddar MD"", ""name_present"": false, ""name_tokens_checked"": [""bassel"", ""ghaddar""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine"", ""physician"", ""scientist"", ""pathway""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/ghaddar-bassel"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_09681884993fdbbe99b9,official_profile_workbench_ba10b207ba9000c82ed9,alexa larsen,"Alexa Larsen, MD, MSc",resident,Internal Medicine Primary Care Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-3/larsen-alexa,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Alexa Larsen, MD, MSc"", ""name_present"": false, ""name_tokens_checked"": [""alexa"", ""larsen""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine"", ""primary"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-3/larsen-alexa"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_c74cb11dc29eb3f6a031,official_profile_workbench_b53d907c0973bf867e72,anitra persaud,"Anitra Persaud, MD",resident,Internal Medicine Primary Care Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-3/persaud-anitra,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Anitra Persaud, MD"", ""name_present"": false, ""name_tokens_checked"": [""anitra"", ""persaud""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine"", ""primary"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-3/persaud-anitra"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_658166c75edc05b00f7f,official_profile_workbench_1505256bb38f74c6ebed,anne albright,Anne Albright MD,resident,Internal Medicine Primary Care Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/albright-anne,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Anne Albright MD"", ""name_present"": false, ""name_tokens_checked"": [""anne"", ""albright""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine"", ""primary"", ""care""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/albright-anne"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_784cf5ed76d959479061,official_profile_workbench_684463fe8780f7564cec,abigail black,Abigail Black MD,resident,Internal Medicine Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/black-abigail,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Abigail Black MD"", ""name_present"": false, ""name_tokens_checked"": [""abigail"", ""black""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/black-abigail"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
official_profile_reobservation_26d955eebd73ad4eac72,official_profile_workbench_499d116470074596b42c,abigail taye,Abigail Taye MD,resident,Internal Medicine Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/taye-abigail,www3.pennmedicine.org,fetched,200,0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead,Academic Departments,https://departments.med.upenn.edu/_site_PSOM/academic-departments,0,1,1,1,0,fresh_source_resolved_to_generic_academic_departments_page,1,"ass=""HeaderLogon_phoneBtn__7LTNj Button_button__xaZn5"" data-layer-event=""masthead_top_click"" data-layer-link-text=""Penn Medicine"" data-layer-link-url=""tel:8007897366"" data-layer-link-name=""Click to call"" data-layer-component-name=""ContactBu",2026-06-02T22:34:50.827122+00:00,"{""policy"": {""accepted_profile_url_fact_requires"": [""same-person identity confirmation"", ""official source ownership confirmation"", ""profile context confirmation"", ""source hash confirmation"", ""display-safety confirmation""], ""non_mutating"": true, ""reviewer_decision_still_required"": true}, ""profile_context_check"": {""display_name"": ""Abigail Taye MD"", ""name_present"": false, ""name_tokens_checked"": [""abigail"", ""taye""], ""official_domain_confirmed"": true, ""profile_path_confirmed"": false, ""program_context_present"": true, ""program_terms_checked"": [""internal"", ""medicine""], ""role_or_training_context_present"": true}, ""source_fetch"": {""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/taye-abigail"", ""error"": """", ""fetch_status"": ""fetched"", ""http_status"": 200, ""reobserved_at"": ""2026-06-02T22:34:50.827122+00:00"", ""source_hash"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead""}}"
