review_queue_key,source_approval_packet_key,review_queue_lane,queue_status,review_priority,program_key,program_name,candidate_fingerprint_sha256,candidate_source_kind,content_sha256,visible_text_sha256,review_prompt,allowed_reviewer_actions,prohibited_reviewer_actions,accepted_person_row,person_ingestion_allowed,denominator_closure_allowed,evidence_json,mutation_policy,generated_at
vanderbilt_candidate_review_queue_8c9a531cf2838d5d86c6,vanderbilt_candidate_review_queue_approval_2a4b136c178757a4ea85,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,317e7aef29791dd8f637c6bd9425aec34413f2e26405cb7c3d3aa2ea932c084b,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_2a4b136c178757a4ea85"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_aec1657d3f02c55b7bb8,vanderbilt_candidate_review_queue_approval_9a2d48d696d5d0aebae7,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,ac6ccc5d1cce9d199e3254116cf485c1a75bdc128a36af89099bf7e0a4a08ca8,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_9a2d48d696d5d0aebae7"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_bf90b22b9b919b69eda2,vanderbilt_candidate_review_queue_approval_e233633d6cc22924b639,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,80a4a0f0777da98f0c7a218ff8833611f294b65e0ba05210f5d6fd0b43acb9df,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_e233633d6cc22924b639"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_d9ad548a263ab524b3eb,vanderbilt_candidate_review_queue_approval_f77b6ccb30c4e5b52781,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,c69fb16883e59d0fa7e61e0e72b54437d15869f2038f4a699538b5a776f06289,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_f77b6ccb30c4e5b52781"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_e672b199f99d767847f9,vanderbilt_candidate_review_queue_approval_1b2d951fe1a4f0e26d0d,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,c9f05a43cb47eb3583fcbb70bd7cbd521865588322b8e7b967a0a29a84395e33,heading_signal,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_1b2d951fe1a4f0e26d0d"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_ecdf268c38085d2588e4,vanderbilt_candidate_review_queue_approval_6a98319d5ac53ee90c92,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,5a117c7a7ecc4923c7a72625c2ea7ba50f7bcb825233306a1fde06cf6e82f444,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_6a98319d5ac53ee90c92"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_edb0f72383c6ed86fda8,vanderbilt_candidate_review_queue_approval_5c3dd21fb896fcccca1c,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,d11e3185cea07602dcff9503d7e1c04a42657028d6532b9ed29a62362d8d3a39,heading_signal,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_5c3dd21fb896fcccca1c"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_f13777926ebb8d9e0ce0,vanderbilt_candidate_review_queue_approval_6c5fa67f0a8e0e174fa8,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,02067370bf3c06a9754fcf28ecab62de6f8213a0b14b750837c6404767b6f7e5,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_6c5fa67f0a8e0e174fa8"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_f59abccf011b2e84f233,vanderbilt_candidate_review_queue_approval_29fd67dfdd81500dd5c0,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,9316c19a222c62e31ea1fffec482a536b8412ad8504693a4c7be174365ff7d1b,heading_signal,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_29fd67dfdd81500dd5c0"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_f9217cd75e789577d23e,vanderbilt_candidate_review_queue_approval_017efa2e96b81b40a21e,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,25349c0268afd6f616b20d586fed6e9226e77b4827d986a220eec088bd70d46b,profile_anchor,5336a24f18e59835e3645d83e164f4e414482384b0937a8aaae69afb5bb5b97d,61a0ca96010c2fa85a49b72e847931e786a54ca71d531e2c44d6c09b3e35f548,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_017efa2e96b81b40a21e"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_070efffd6be020356356,vanderbilt_candidate_review_queue_approval_ebd33f17d987e18894bc,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,44356ca66d69f76182f20c13a442f3cebf1fcc8a4f07e836a025b3667459ecad,profile_anchor,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_ebd33f17d987e18894bc"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_11b9cc1dd2744f3d0fdc,vanderbilt_candidate_review_queue_approval_c4c14372e170e9377481,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,4aef7313a0baaef977f16e6b60bb97e356cd27da09aabd9c5a9f9446e426d713,profile_anchor,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_c4c14372e170e9377481"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_1914110dbcd4cf8f997a,vanderbilt_candidate_review_queue_approval_c1e32d13ae27d5c53692,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,d4e3159278239a99e3dd5cc7a3dc9a82b8eb9da52c0578b61d20c716c8a99775,heading_signal,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_c1e32d13ae27d5c53692"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_2b7f4100985914f09dde,vanderbilt_candidate_review_queue_approval_1da4036e5dafa9390bd7,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,9bb3735b6ed9a8e64b1c435805605f416ee9a1c0a7d9391974413ac83c6514e6,profile_anchor,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_1da4036e5dafa9390bd7"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_5b12a70f608aabbec815,vanderbilt_candidate_review_queue_approval_7cf896986f127531cc41,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,f409940adf38c295deb8a12c1c48277f6b9015f6f568786d23c4cc9df8c33a2c,heading_signal,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_7cf896986f127531cc41"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
vanderbilt_candidate_review_queue_6ccefcb390eefc6b0b2e,vanderbilt_candidate_review_queue_approval_efbbfa80583992d02507,candidate_fingerprint_review,ready_for_human_candidate_identity_review_no_ingestion,90,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,0474086d0763788f9f471afdbaf3e1683893e13c20638572c068b18f60191c3c,profile_anchor,e67bb95152b928d1ade234b95bd7d2cfd767b27126c80e7c85b4f19a810e8971,c66c70455b63c3e027f0bb4280796eff49f4eb649d3ba5bc35994081e2e83dcb,Review hashed candidate fingerprint context against official source evidence; request exact person-ingestion approval separately if warranted.,mark_for_later_exact_person_review; mark_duplicate_hash_for_reconciliation; reject_candidate_hash_as_parser_noise,accept_person; ingest_person; close_denominator; rewrite_url; accept_enrichment; publish_raw_name; publish_raw_person_url; collapse_identity,false,false,false,"{""next_artifact_if_approved"":""vanderbilt_candidate_fingerprint_review_queue"",""raw_candidate_labels_committed"":false,""raw_person_urls_committed"":false,""source_approval_packet_key"":""vanderbilt_candidate_review_queue_approval_efbbfa80583992d02507"",""source_review_queue_approval_rowset_sha256"":""a62defd685b64560a138cfaeb82956254f49341ce982bb549fe1846b25dd5bd5""}","Approved non-mutating Vanderbilt candidate review queues. Queue rows contain candidate/program/source hashes, source kind, route hashes, scope status, and recourse status only. They contain no raw candidate labels, raw person URLs, accepted person rows, person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:26:28.566876+00:00
