audit_key,official_program_key,matched_program_key,identifier_key,official_program_type,official_program_name,matched_program_name,identifier_type,identifier_value,source_program_specialty,coverage_status,lifecycle_status,recommended_action,lifecycle_confidence,state_row_count,coded_state_row_count,unclassified_state_row_count,lifecycle_code_count,lifecycle_codes_json,rule_keys_json,rationale,evidence_json,audited_at
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-n_e462405e1590d932,hup_gme_fellowship_nuclear-radiology_3a32f8a1774f,program_fellow-nuclear-radiology-fellowship_1de14be0b197,official_program_identifier_hup-gme-fellowship-nuclear-radiology-3a32f8a1774_7108858409f278b8,fellowship,Nuclear Radiology,Nuclear Radiology Fellowship,acgme_program_code,4254121043,Nuclear radiology,covered_current_roster,accepted_identifier_lifecycle_consistent,use_for_program_level_normalization_and_state_machine_rollups,0.84,2,2,0,1,"[""US_GME_FELLOWSHIP_1Y""]","[""fellowship_one_year_common""]","Accepted ACGME identifier, official coverage mapping, and single non-default lifecycle code agree.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.95, ""match_method"": ""normalized_name"", ""matched_program_key"": ""program_fellow-nuclear-radiology-fellowship_1de14be0b197"", ""matched_program_name"": ""Nuclear Radiology Fellowship""}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""6881"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/fellowships/fellowship-programs/accredited-fellowships/nuclear-radiology-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4254121043""}, ""training_state_summary"": {""coded_state_rows"": 2, ""expected_transition_types"": [""source_refresh_required""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_1Y""], ""normalized_stages"": [""FELLOWSHIP_CURRENT_YEAR_UNKNOWN""], ""refresh_policies"": [""source_refresh_required""], ""rule_keys"": [""fellowship_one_year_common""], ""stage_families"": [""fellowship""], ""state_rows"": 2, ""state_summary_rows"": [{""count"": 2, ""expected_transition_type"": ""source_refresh_required"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_1Y"", ""lifecycle_rule_key"": ""fellowship_one_year_common"", ""normalized_stage"": ""FELLOWSHIP_CURRENT_YEAR_UNKNOWN"", ""refresh_policy"": ""source_refresh_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-p_57ce57151df8e4b5,hup_gme_fellowship_pain-medicine_384642e8f0d1,,official_program_identifier_hup-gme-fellowship-pain-medicine-384642e8f0d1-ac_f68c1e06a3bc47b1,fellowship,Pain Medicine,,acgme_program_code,5304104026,Pain medicine (multidisciplinary),discovered_no_current_roster,identifier_accepted_no_current_roster_validation,find_or_refresh_current_roster_before_using_lifecycle_for_diff_mutation,0.42,0,0,0,0,[],[],"Accepted ACGME identifier exists, but there is no captured current roster program row to validate lifecycle states.","{""coverage"": {""coverage_status"": ""discovered_no_current_roster"", ""match_confidence"": 0.55, ""match_method"": ""source_discovery"", ""matched_program_key"": """", ""matched_program_name"": """"}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""215"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5304104026""}, ""training_state_summary"": {""coded_state_rows"": 0, ""expected_transition_types"": [], ""lifecycle_codes"": [], ""normalized_stages"": [], ""refresh_policies"": [], ""rule_keys"": [], ""stage_families"": [], ""state_rows"": 0, ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-p_82d153e0ea35b952,hup_gme_fellowship_plastic-surgery_b33a31a2ab76,,official_program_identifier_hup-gme-fellowship-plastic-surgery-b33a31a2ab76-_37cb4dfb38748e94,fellowship,Plastic Surgery,,acgme_program_code,3604121089,Plastic surgery,discovered_no_current_roster,identifier_accepted_no_current_roster_validation,find_or_refresh_current_roster_before_using_lifecycle_for_diff_mutation,0.42,0,0,0,0,[],[],"Accepted ACGME identifier exists, but there is no captured current roster program row to validate lifecycle states.","{""coverage"": {""coverage_status"": ""discovered_no_current_roster"", ""match_confidence"": 0.55, ""match_method"": ""source_discovery"", ""matched_program_key"": """", ""matched_program_name"": """"}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""5875"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3604121089""}, ""training_state_summary"": {""coded_state_rows"": 0, ""expected_transition_types"": [], ""lifecycle_codes"": [], ""normalized_stages"": [], ""refresh_policies"": [], ""rule_keys"": [], ""stage_families"": [], ""state_rows"": 0, ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-p_c886ac91eafe4ed3,hup_gme_fellowship_pulmonary-disease-and-critical-care-medicine_9c4d89b19f6a,program_fellow-pulmonary-critical-care-fellowship_ebea3ea4561a,official_program_identifier_hup-gme-fellowship-pulmonary-disease-and-critica_68e7025f6418f2eb,fellowship,Pulmonary Disease and Critical Care Medicine,Pulmonary and Critical Care Fellowship,acgme_program_code,1564121088,Pulmonary disease and critical care medicine,covered_current_roster,accepted_identifier_lifecycle_consistent,use_for_program_level_normalization_and_state_machine_rollups,0.84,34,34,0,1,"[""US_GME_FELLOWSHIP_3Y""]","[""fellowship_three_year_common""]","Accepted ACGME identifier, official coverage mapping, and single non-default lifecycle code agree.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.88, ""match_method"": ""alias"", ""matched_program_key"": ""program_fellow-pulmonary-critical-care-fellowship_ebea3ea4561a"", ""matched_program_name"": ""Pulmonary and Critical Care Fellowship""}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2830"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1564121088""}, ""training_state_summary"": {""coded_state_rows"": 34, ""expected_transition_types"": [""expected_annual_advancement"", ""expected_completion"", ""source_refresh_required"", ""stage_outside_nominal_duration_review""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_3Y""], ""normalized_stages"": [""FELLOWSHIP_CURRENT_YEAR_UNKNOWN"", ""FELLOWSHIP_YEAR_1"", ""FELLOWSHIP_YEAR_2"", ""FELLOWSHIP_YEAR_3"", ""FELLOWSHIP_YEAR_4""], ""refresh_policies"": [""annual_clock"", ""review_required"", ""source_refresh_required""], ""rule_keys"": [""fellowship_three_year_common""], ""stage_families"": [""fellowship""], ""state_rows"": 34, ""state_summary_rows"": [{""count"": 9, ""expected_transition_type"": ""expected_completion"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_3Y"", ""lifecycle_rule_key"": ""fellowship_three_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_3"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 8, ""expected_transition_type"": ""expected_annual_advancement"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_3Y"", ""lifecycle_rule_key"": ""fellowship_three_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_1"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 8, ""expected_transition_type"": ""expected_annual_advancement"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_3Y"", ""lifecycle_rule_key"": ""fellowship_three_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_2"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 6, ""expected_transition_type"": ""stage_outside_nominal_duration_review"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_3Y"", ""lifecycle_rule_key"": ""fellowship_three_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_4"", ""refresh_policy"": ""review_required"", ""stage_family"": ""fellowship""}, {""count"": 3, ""expected_transition_type"": ""source_refresh_required"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_3Y"", ""lifecycle_rule_key"": ""fellowship_three_year_common"", ""normalized_stage"": ""FELLOWSHIP_CURRENT_YEAR_UNKNOWN"", ""refresh_policy"": ""source_refresh_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-r_2fcf17242e3fd5a7,hup_gme_fellowship_reproductive-endocrinology-and-infertility_2a70bffffe74,program_fellow-reproductive-endocrinology-infertility-fe_c64b8d7641be,official_program_identifier_hup-gme-fellowship-reproductive-endocrinology-an_e254e42e77dda92d,fellowship,Reproductive Endocrinology and Infertility,Reproductive Endocrinology and Infertility Fellowship,acgme_program_code,2354122003,Reproductive endocrinology and infertility,covered_current_roster,accepted_identifier_lifecycle_consistent,use_for_program_level_normalization_and_state_machine_rollups,0.84,6,6,0,1,"[""US_GME_FELLOWSHIP_2Y""]","[""fellowship_two_year_common""]","Accepted ACGME identifier, official coverage mapping, and single non-default lifecycle code agree.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.95, ""match_method"": ""normalized_name"", ""matched_program_key"": ""program_fellow-reproductive-endocrinology-infertility-fe_c64b8d7641be"", ""matched_program_name"": ""Reproductive Endocrinology and Infertility Fellowship""}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""33246"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2354122003""}, ""training_state_summary"": {""coded_state_rows"": 6, ""expected_transition_types"": [""expected_annual_advancement"", ""expected_completion"", ""stage_outside_nominal_duration_review""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_2Y""], ""normalized_stages"": [""FELLOWSHIP_YEAR_1"", ""FELLOWSHIP_YEAR_2"", ""FELLOWSHIP_YEAR_3""], ""refresh_policies"": [""annual_clock"", ""review_required""], ""rule_keys"": [""fellowship_two_year_common""], ""stage_families"": [""fellowship""], ""state_rows"": 6, ""state_summary_rows"": [{""count"": 2, ""expected_transition_type"": ""expected_annual_advancement"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_1"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 2, ""expected_transition_type"": ""expected_completion"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_2"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 2, ""expected_transition_type"": ""stage_outside_nominal_duration_review"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_3"", ""refresh_policy"": ""review_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-r_0f22e10786872a27,hup_gme_fellowship_rheumatology_9d68fdcba87c,program_fellow-rheumatology-fellowship_e2f3fea08404,official_program_identifier_hup-gme-fellowship-rheumatology-9d68fdcba87c-acg_cae674640b7fdd15,fellowship,Rheumatology,Rheumatology Fellowship,acgme_program_code,1504121015,Rheumatology,covered_current_roster,accepted_identifier_lifecycle_consistent,use_for_program_level_normalization_and_state_machine_rollups,0.84,15,15,0,1,"[""US_GME_FELLOWSHIP_2Y""]","[""fellowship_two_year_common""]","Accepted ACGME identifier, official coverage mapping, and single non-default lifecycle code agree.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.95, ""match_method"": ""normalized_name"", ""matched_program_key"": ""program_fellow-rheumatology-fellowship_e2f3fea08404"", ""matched_program_name"": ""Rheumatology Fellowship""}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2341"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/rheumatology/education-and-training/fellowship-programs""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1504121015""}, ""training_state_summary"": {""coded_state_rows"": 15, ""expected_transition_types"": [""expected_annual_advancement"", ""expected_completion"", ""source_refresh_required"", ""stage_outside_nominal_duration_review""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_2Y""], ""normalized_stages"": [""FELLOWSHIP_YEAR_1"", ""FELLOWSHIP_YEAR_2"", ""FELLOWSHIP_YEAR_3"", ""POSTDOCTORAL_RESEARCH_FELLOW""], ""refresh_policies"": [""annual_clock"", ""review_required"", ""source_refresh_required""], ""rule_keys"": [""fellowship_two_year_common""], ""stage_families"": [""fellowship"", ""research_phase""], ""state_rows"": 15, ""state_summary_rows"": [{""count"": 5, ""expected_transition_type"": ""expected_annual_advancement"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_1"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 5, ""expected_transition_type"": ""expected_completion"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_2"", ""refresh_policy"": ""annual_clock"", ""stage_family"": ""fellowship""}, {""count"": 4, ""expected_transition_type"": ""source_refresh_required"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""POSTDOCTORAL_RESEARCH_FELLOW"", ""refresh_policy"": ""source_refresh_required"", ""stage_family"": ""research_phase""}, {""count"": 1, ""expected_transition_type"": ""stage_outside_nominal_duration_review"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_2Y"", ""lifecycle_rule_key"": ""fellowship_two_year_common"", ""normalized_stage"": ""FELLOWSHIP_YEAR_3"", ""refresh_policy"": ""review_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-s_34ff05188b7d2803,hup_gme_fellowship_sleep-medicine_06588f67c016,program_fellow-sleep-medicine-fellowship_e883acb38e8b,official_program_identifier_hup-gme-fellowship-sleep-medicine-06588f67c016-a_631a854d77bb4007,fellowship,Sleep Medicine,Sleep Medicine Fellowship,acgme_program_code,5204114051,Sleep medicine (multidisciplinary),covered_current_roster,accepted_identifier_lifecycle_consistent,use_for_program_level_normalization_and_state_machine_rollups,0.84,7,7,0,1,"[""US_GME_FELLOWSHIP_1Y""]","[""fellowship_one_year_common""]","Accepted ACGME identifier, official coverage mapping, and single non-default lifecycle code agree.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.95, ""match_method"": ""normalized_name"", ""matched_program_key"": ""program_fellow-sleep-medicine-fellowship_e883acb38e8b"", ""matched_program_name"": ""Sleep Medicine Fellowship""}, ""identifier"": {""identifier_confidence"": 0.87, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""8984"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/sleepctr/clinical-fellowship.html""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_penn_chop_joint_program"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.87}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System/Children's Hospital of Philadelphia Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5204114051""}, ""training_state_summary"": {""coded_state_rows"": 7, ""expected_transition_types"": [""source_refresh_required""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_1Y""], ""normalized_stages"": [""FELLOWSHIP_CURRENT_YEAR_UNKNOWN""], ""refresh_policies"": [""source_refresh_required""], ""rule_keys"": [""fellowship_one_year_common""], ""stage_families"": [""fellowship""], ""state_rows"": 7, ""state_summary_rows"": [{""count"": 7, ""expected_transition_type"": ""source_refresh_required"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_1Y"", ""lifecycle_rule_key"": ""fellowship_one_year_common"", ""normalized_stage"": ""FELLOWSHIP_CURRENT_YEAR_UNKNOWN"", ""refresh_policy"": ""source_refresh_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-t_d01f7ddb0c67ad6b,hup_gme_fellowship_transplant-hepatology_f4d7a209f96e,,official_program_identifier_hup-gme-fellowship-transplant-hepatology-f4d7a20_941d7cad4502aef6,fellowship,Transplant Hepatology,,acgme_program_code,1584114054,Transplant hepatology,discovered_no_current_roster,identifier_accepted_no_current_roster_validation,find_or_refresh_current_roster_before_using_lifecycle_for_diff_mutation,0.42,0,0,0,0,[],[],"Accepted ACGME identifier exists, but there is no captured current roster program row to validate lifecycle states.","{""coverage"": {""coverage_status"": ""discovered_no_current_roster"", ""match_confidence"": 0.55, ""match_method"": ""source_discovery"", ""matched_program_key"": """", ""matched_program_name"": """"}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""10632"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/transplant-hepatology-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1584114054""}, ""training_state_summary"": {""coded_state_rows"": 0, ""expected_transition_types"": [], ""lifecycle_codes"": [], ""normalized_stages"": [], ""refresh_policies"": [], ""rule_keys"": [], ""stage_families"": [], ""state_rows"": 0, ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-t_e671ba4810306574,hup_gme_fellowship_trauma-and-surgical-critical-care_5fa0f17c1f74,program_fellow-trauma-surgical-critical-care-fellowship_2ea6df827f98,official_program_identifier_hup-gme-fellowship-trauma-and-surgical-critical-_202b15d42d3028fe,fellowship,Trauma and Surgical Critical Care,Trauma and Surgical Critical Care Fellowship,acgme_program_code,4424121056,Surgical critical care,covered_current_roster,accepted_identifier_with_default_or_unknown_lifecycle,source_duration_or_specialty_rule_before_auto_advancing_program_rollups,0.58,12,12,0,1,"[""US_GME_FELLOWSHIP_DURATION_UNKNOWN""]","[""default_fellowship_annual""]","Accepted ACGME identifier anchors the program, but lifecycle duration is still default or unknown.","{""coverage"": {""coverage_status"": ""covered_current_roster"", ""match_confidence"": 0.95, ""match_method"": ""normalized_name"", ""matched_program_key"": ""program_fellow-trauma-surgical-critical-care-fellowship_2ea6df827f98"", ""matched_program_name"": ""Trauma and Surgical Critical Care Fellowship""}, ""identifier"": {""identifier_confidence"": 0.89, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""6572"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.89}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4424121056""}, ""training_state_summary"": {""coded_state_rows"": 12, ""expected_transition_types"": [""source_refresh_required""], ""lifecycle_codes"": [""US_GME_FELLOWSHIP_DURATION_UNKNOWN""], ""normalized_stages"": [""FELLOWSHIP_CURRENT_YEAR_UNKNOWN""], ""refresh_policies"": [""source_refresh_required""], ""rule_keys"": [""default_fellowship_annual""], ""stage_families"": [""fellowship""], ""state_rows"": 12, ""state_summary_rows"": [{""count"": 12, ""expected_transition_type"": ""source_refresh_required"", ""lifecycle_code"": ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"", ""lifecycle_rule_key"": ""default_fellowship_annual"", ""normalized_stage"": ""FELLOWSHIP_CURRENT_YEAR_UNKNOWN"", ""refresh_policy"": ""source_refresh_required"", ""stage_family"": ""fellowship""}], ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
program_lifecycle_consistency_official-program-identifier-hup-gme-fellowship-u_f1b46649c5e600a9,hup_gme_fellowship_undersea-and-hyperbaric-medicine_141573b3b9af,,official_program_identifier_hup-gme-fellowship-undersea-and-hyperbaric-medic_272408b4c04a6db2,fellowship,Undersea and Hyperbaric Medicine,,acgme_program_code,1194121001,Undersea and hyperbaric medicine (Emergency medicine),discovered_no_current_roster,identifier_accepted_no_current_roster_validation,find_or_refresh_current_roster_before_using_lifecycle_for_diff_mutation,0.42,0,0,0,0,[],[],"Accepted ACGME identifier exists, but there is no captured current roster program row to validate lifecycle states.","{""coverage"": {""coverage_status"": ""discovered_no_current_roster"", ""match_confidence"": 0.55, ""match_method"": ""source_discovery"", ""matched_program_key"": """", ""matched_program_name"": """"}, ""identifier"": {""identifier_confidence"": 0.91, ""identifier_source"": ""acgme_public_program_search"", ""reconciliation_evidence"": {""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""8743"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/fellowship-program/hyperbaric-medicine""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T10:06:52.674352+00:00"", ""top_confidence"": 0.91}, ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_url"": ""https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1194121001""}, ""training_state_summary"": {""coded_state_rows"": 0, ""expected_transition_types"": [], ""lifecycle_codes"": [], ""normalized_stages"": [], ""refresh_policies"": [], ""rule_keys"": [], ""stage_families"": [], ""state_rows"": 0, ""unclassified_state_rows"": 0}}",2026-06-02T10:06:56.508061+00:00
