review_packet_key,gap_key,program_key,program_name,candidate_url,effective_url,candidate_status,candidate_confidence,source_selection_reason,roster_signal_count,person_signal_count,current_card_count,candidate_roster_link_count,top_roster_link_url,top_roster_link_text,parser_review_lane,review_priority,parser_readiness_status,recommended_next_action,gbrain_registration_status,mutation_policy,evidence_json,generated_at
vanderbilt_targeted_parser_scope_review_f1147f2b41a74dd6042d,school_gap_resolution_5de022f01304cc11d0bc,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,https://pediatrics.vumc.org/infectious-diseases-fellowship,https://pediatrics.vumc.org/infectious-diseases-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,4,2,0,2,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,Current Fellows and Alumni,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""diseases"",""infectious""],""roster_links"":[{""text"":""Current Fellows and Alumni"",""url"":""https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows""},{""text"":""Resources for Current Fellows"",""url"":""https://www.vumc.org/gme/house-staff""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_f970ce39894ebf3da540"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Welcome to the Pediatric Infectious Diseases Fellowship | Department of Pediatrics Skip to main content Vanderbilt University Medical Center MENU \u00d7 About About Home Our History Message from the Chair Administration/Leadership Events Divisions Centers and Institutes Research and Education Quality Improvement Quality Improvement Home MOC Part 4 Credit MOC Approved Projects Patient Care Faculty Directory Faculty Wellness Office of Faculty Development Open Faculty Positions Contact Doctor Directory ""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_1cedbe8b8669e3a83f43,school_gap_resolution_7d545e5567d3a5931f78,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,https://pediatrics.vumc.org/rheumatology-fellowship,https://pediatrics.vumc.org/rheumatology-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,6,2,1,2,https://pediatrics.vumc.org/person/current-rheumatology-fellows,Current Fellows and Alumni,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[{""context"":""Helpful Links Resources for Current Fellows MPH Program DOM Rheumatology Fellowship"",""display_name"":""Helpful Links"",""headshot_alt"":"""",""headshot_url"":"""",""name"":""Helpful Links"",""program"":"""",""program_memberships"":[],""training_year_label"":""""}],""program_tokens"":[""rheumatology""],""roster_links"":[{""text"":""Current Fellows and Alumni"",""url"":""https://pediatrics.vumc.org/person/current-rheumatology-fellows""},{""text"":""Resources for Current Fellows"",""url"":""https://www.vumc.org/gme/house-staff""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_5cc1e6347fbb23c3662f"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Welcome to the Pediatric Rheumatology Fellowship Program | Department of Pediatrics Skip to main content Vanderbilt University Medical Center MENU \u00d7 About About Home Our History Message from the Chair Administration/Leadership Events Divisions Centers and Institutes Research and Education Quality Improvement Quality Improvement Home MOC Part 4 Credit MOC Approved Projects Patient Care Faculty Directory Faculty Wellness Office of Faculty Development Open Faculty Positions Contact Doctor Directory""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_50eaea79e25e76dc04c8,school_gap_resolution_0a4d5a3b1fcbc9cc24f1,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,https://pediatrics.vumc.org/residency,https://pediatrics.vumc.org/residency,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,7,2,0,3,https://pediatrics.vumc.org/person/pgy-1,PGY 1,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""pediatrics""],""roster_links"":[{""text"":""PGY 1"",""url"":""https://pediatrics.vumc.org/person/pgy-1""},{""text"":""PGY 2"",""url"":""https://pediatrics.vumc.org/person/pgy-2""},{""text"":""PGY 3"",""url"":""https://pediatrics.vumc.org/person/pgy-3""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_239dd9f78fb710428cfd"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Welcome to the Vanderbilt Pediatric Residency Program | Department of Pediatrics Skip to main content Vanderbilt University Medical Center MENU \u00d7 About About Home Our History Message from the Chair Administration/Leadership Events Divisions Centers and Institutes Research and Education Quality Improvement Quality Improvement Home MOC Part 4 Credit MOC Approved Projects Patient Care Faculty Directory Faculty Wellness Office of Faculty Development Open Faculty Positions Contact Doctor Directory Lo""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_25e3d14e91d8bcbffb95,school_gap_resolution_e5835ace6a6c64ded4d1,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,https://www.vumc.org/psychiatry/vanderbilt-psychiatry-residency-program,https://www.vumc.org/psychiatry/vanderbilt-psychiatry-residency-program,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,2,9,0,10,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,Post-Graduate Year 1,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""psychiatry""],""roster_links"":[{""text"":""Post-Graduate Year 1"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1""},{""text"":""Post-Graduate Year 2"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-2-pgy2""},{""text"":""Post-Graduate Year 3"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-3-pgy3""},{""text"":""Post-Graduate Year 4"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-4-pgy4""},{""text"":""Post-Graduate Year 1"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1""},{""text"":""Post-Graduate Year 2"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-2-pgy2""},{""text"":""Post-Graduate Year 3"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-3-pgy3""},{""text"":""Post-Graduate Year 4"",""url"":""https://www.vumc.org/psychiatry/post-graduate-year-4-pgy4""},{""text"":""Current Residents"",""url"":""https://www.vumc.org/psychiatry/sites/default/files/people/2024-2025%20Resident%20composite.pdf""},{""text"":""What Our Residents are Saying!"",""url"":""https://www.vumc.org/psychiatry/what-our-residents-are-saying""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_c4efa0fd7850e88b011e"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Vanderbilt Psychiatry Residency Program | Department of Psychiatry and Behavioral Sciences Skip to main content Giving Careers Patient Care Referring Providers Price Transparency Employee Resources MyWorkday search Search What are you looking for? Search Search search Menu open menu Close close menu Search Home Home Home Contacts VUMC Psychiatry 75th Anniversary Divisions Divisions Home Addiction Psychiatry Child & Adolescent Psychiatry General Psychiatry Geriatric Psychiatry Psychology People P""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_9909f6f056188d6350ea,school_gap_resolution_a4912d3cb73b8b07a8d8,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,https://pediatrics.vumc.org/rheumatology-fellowship,https://pediatrics.vumc.org/rheumatology-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,6,2,1,2,https://pediatrics.vumc.org/person/current-rheumatology-fellows,Current Fellows and Alumni,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[{""context"":""Helpful Links Resources for Current Fellows MPH Program DOM Rheumatology Fellowship"",""display_name"":""Helpful Links"",""headshot_alt"":"""",""headshot_url"":"""",""name"":""Helpful Links"",""program"":"""",""program_memberships"":[],""training_year_label"":""""}],""program_tokens"":[""rheumatology""],""roster_links"":[{""text"":""Current Fellows and Alumni"",""url"":""https://pediatrics.vumc.org/person/current-rheumatology-fellows""},{""text"":""Resources for Current Fellows"",""url"":""https://www.vumc.org/gme/house-staff""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_4a0c634517cdac7cf3dd"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Welcome to the Pediatric Rheumatology Fellowship Program | Department of Pediatrics Skip to main content Vanderbilt University Medical Center MENU \u00d7 About About Home Our History Message from the Chair Administration/Leadership Events Divisions Centers and Institutes Research and Education Quality Improvement Quality Improvement Home MOC Part 4 Credit MOC Approved Projects Patient Care Faculty Directory Faculty Wellness Office of Faculty Development Open Faculty Positions Contact Doctor Directory""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_16e96c6fa41397f4d45c,school_gap_resolution_a1e556a92063110193f1,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,https://medicine.vumc.org/transplant-hepatology-fellowship,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/transplant-hepatology-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,2,12,0,1,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,Our Fellows,follow_same_program_roster_link_before_parser,8,linked_roster_candidate_needs_fetch_and_scope_review,"Fetch and inspect the same-program roster link, then prepare exact parser acceptance or disposition.",approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""hepatology"",""transplant""],""roster_links"":[{""text"":""Our Fellows"",""url"":""https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_68cf476281f25a72844e"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Transplant Hepatology Fellowship | Department of Medicine Skip to main content Toggle menu Give Now For Patients School Of Medicine About Leadership Department Directory News Events Annual Report Nashville Divisions Allergy, Pulmonary and Critical Care Medicine Cardiovascular Medicine Diabetes, Endocrinology and Metabolism Epidemiology Gastroenterology, Hepatology and Nutrition General Internal Medicine and Public Health Genetic Medicine and Clinical Pharmacology Geriatric Medicine Hematology an""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_1dc5ae5831cd6dbb7c39,school_gap_resolution_b37e2270125d92fba7e8,vanderbilt_program_fellowship-advanced-endoscopy-https-medicine-vumc-org-advanc_20ef397616c3,Advanced Endoscopy,https://medicine.vumc.org/advanced-endoscopy-fellowship,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/advanced-endoscopy-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,2,2,0,1,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,Our Fellows,scope_ambiguous_roster_link_review,7,linked_roster_candidate_scope_ambiguous,Review roster-link scope before treating this page as a parser source.,approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""advanced"",""endoscopy""],""roster_links"":[{""text"":""Our Fellows"",""url"":""https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_1c9cf621c66fe390daef"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Advanced Endoscopy Fellowship | Department of Medicine Skip to main content Toggle menu Give Now For Patients School Of Medicine About Leadership Department Directory News Events Annual Report Nashville Divisions Allergy, Pulmonary and Critical Care Medicine Cardiovascular Medicine Diabetes, Endocrinology and Metabolism Epidemiology Gastroenterology, Hepatology and Nutrition General Internal Medicine and Public Health Genetic Medicine and Clinical Pharmacology Geriatric Medicine Hematology and O""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_fce1e4931cb1b98a4132,school_gap_resolution_ffc23da00829c1e061ae,vanderbilt_program_fellowship-advanced-inflammatory-bowel-disease-https-medicin_4a3960c8c48c,Advanced Inflammatory Bowel Disease,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/advanced-ibd-fellowship,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/advanced-ibd-fellowship,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,1,1,0,1,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,Our Fellows,scope_ambiguous_roster_link_review,7,linked_roster_candidate_scope_ambiguous,Review roster-link scope before treating this page as a parser source.,approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""advanced"",""bowel"",""disease"",""inflammatory""],""roster_links"":[{""text"":""Our Fellows"",""url"":""https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_5981c5902e8527801bbf"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Advanced IBD Fellowship | Department of Medicine Skip to main content Toggle menu Give Now For Patients School Of Medicine About Leadership Department Directory News Events Annual Report Nashville Divisions Allergy, Pulmonary and Critical Care Medicine Cardiovascular Medicine Diabetes, Endocrinology and Metabolism Epidemiology Gastroenterology, Hepatology and Nutrition General Internal Medicine and Public Health Genetic Medicine and Clinical Pharmacology Geriatric Medicine Hematology and Oncolog""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_57f7dfac68feb4433c83,school_gap_resolution_db2a979fb7295562bc15,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/node/193,https://www.vumc.org/ortho/node/193,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,8,24,0,1,https://www.vumc.org/ortho/node/193,Current Residents,scope_ambiguous_roster_link_review,7,linked_roster_candidate_scope_ambiguous,Review roster-link scope before treating this page as a parser source.,approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[],""program_tokens"":[""orthopaedic""],""roster_links"":[{""text"":""Current Residents"",""url"":""https://www.vumc.org/ortho/node/193""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_a182ee07501d324bbe91"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Current Residents | Department of Orthopaedic Surgery Skip to main content Giving Careers Patient Care Referring Providers Price Transparency Employee Resources MyWorkday search Search What are you looking for? Search Search search Menu open menu Close close menu Search Our Team Our Team Home About Us Adult Reconstruction Foot & Ankle Hand & Upper Extremity Musculoskeletal Oncology Orthopaedic Trauma Pediatric Orthopaedics Research Spine Surgery Sports Medicine Education & Training Education & T""}",2026-06-09T02:50:42.489373+00:00
vanderbilt_targeted_parser_scope_review_3c954ad119e48722e39d,school_gap_resolution_db2a979fb7295562bc15,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/residency-program,https://www.vumc.org/ortho/residency-program,official_candidate_current_roster_signal_needs_parser_review,high,high_confidence_current_roster_signal,7,2,1,2,https://www.vumc.org/ortho/2022-residency-match,six PGY-1 slots,scope_ambiguous_roster_link_review,7,linked_roster_candidate_scope_ambiguous,Review roster-link scope before treating this page as a parser source.,approved,"Non-mutating Vanderbilt targeted parser/scope review packet. It queues official candidate pages for parser design, rendered review, link-follow review, or scope disposition. It authorizes no person ingestion, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, profile enrichment, contact acceptance, research fact acceptance, or unique-person identity collapse.","{""current_card_sample"":[{""context"":""Why Vanderbilt? Our residency program received over 900 applications in 2022 for six PGY-1 slots . Learn why people choose Vanderbilt for an orthopedic surgery residency."",""display_name"":""Why Vanderbilt?"",""headshot_alt"":"""",""headshot_url"":"""",""name"":""Why Vanderbilt?"",""program"":"""",""program_memberships"":[],""training_year_label"":""""}],""program_tokens"":[""orthopaedic""],""roster_links"":[{""text"":""six PGY-1 slots"",""url"":""https://www.vumc.org/ortho/2022-residency-match""},{""text"":""Current Residents"",""url"":""https://www.vumc.org/ortho/node/193""}],""source_selection_reason"":""high_confidence_current_roster_signal"",""source_workbench_key"":""vanderbilt_generalized_source_workbench_7bd30126e906c7a44293"",""source_workbench_rowset_sha256"":""dd72909d1f992209a414ef232d8c4d499de5de2a90cf45f49428153d1ebe1b71"",""text_excerpt"":""Residency Program | Department of Orthopaedic Surgery Skip to main content Giving Careers Patient Care Referring Providers Price Transparency Employee Resources MyWorkday search Search What are you looking for? Search Search search Menu open menu Close close menu Search Our Team Our Team Home About Us Adult Reconstruction Foot & Ankle Hand & Upper Extremity Musculoskeletal Oncology Orthopaedic Trauma Pediatric Orthopaedics Research Spine Surgery Sports Medicine Education & Training Education & T""}",2026-06-09T02:50:42.489373+00:00
