execution_evidence_key,source_next_packet_key,program_key,program_name,approved_next_artifact_lane,fetch_url,fetch_status,http_status,final_url,content_sha256,visible_text_sha256,route_hash_matches_prior_observation,parser_family,parser_probe_status,candidate_entity_count,candidate_group_count,person_anchor_count,profile_like_anchor_count,current_signal_count,resident_signal_count,fellow_signal_count,pgy_signal_count,scope_disposition_status,recourse_status,approved_followup_artifact,parser_acceptance_allowed,person_ingestion_allowed,denominator_closure_allowed,required_next_action,evidence_json,mutation_policy,generated_at
vanderbilt_parser_scope_execution_evidence_4ee86feef24b88638d8e,vanderbilt_approved_parser_scope_next_6cbc6d95014f3590274d,vanderbilt_program_fellowship-pediatric-emergency-medicine-https-pediatrics-vum_a6784ae6290b,Pediatric Emergency Medicine,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/emergency-medicine-fellows,fetched,200,https://pediatrics.vumc.org/person/emergency-medicine-fellowship/fellows,e8ef4dd8749afeddce65b4ff566821cad355599356989d26b21ca49e9289934d,691f271ffd623ebc9cb0817f2ecbfb9dfaba7297bbcf2fd39cbfd45a8d756e5e,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,30,4,30,30,22,12,22,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":58,""field--label-hidden"":58,""field--type-string"":24,""field__item"":59,""mc__nav__link"":29,""mc__nav__menu__item"":24,""paragraph"":25,""paragraph--view-mode--default"":25},""fetch_error"":"""",""prior_route_observation_content_sha256"":""e8ef4dd8749afeddce65b4ff566821cad355599356989d26b21ca49e9289934d"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_6cbc6d95014f3590274d"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_aca799cddd05818d29b9,vanderbilt_approved_parser_scope_next_73580bb1bc932d92aea0,vanderbilt_program_fellowship-pediatric-endocrinology-https-pediatrics-vumc-org_2949af87ab6f,Pediatric Endocrinology,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/current-pediatric-endocrinology-fellows,fetched,200,https://pediatrics.vumc.org/person/endocrinology-fellowship/fellows,664611fbddb3640586587d068054019539a748aeac770f0efd940fe5e7f0d895,024d33aa282635c1b48d603b12588bf2bedd3bdac1b4cc2b1d756c1560007468,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,8,1,8,8,7,0,7,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""item-level--2"":10,""mc__nav__link"":29,""mc__nav__link--2"":15,""mc__nav__menu__item"":24,""mc__nav__menu__item--2"":15,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""664611fbddb3640586587d068054019539a748aeac770f0efd940fe5e7f0d895"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_73580bb1bc932d92aea0"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_ec119cc0e62cab0372f7,vanderbilt_approved_parser_scope_next_c6eaaa3542db8f13ae66,vanderbilt_program_fellowship-pediatric-gastroenterology-https-pediatrics-vumc-_f3304fa0a202,Pediatric Gastroenterology,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/current-pediatric-gastroenterology-hepatology-and-nutrition-fellows,fetched,200,https://pediatrics.vumc.org/person/gastroenterology-fellowship/fellows,cb1ceb521ede8f172cc6dccf71c441d8d3f2bfdfec9bb80352322c9a458da3ae,cfe330fc0af47bce965ee6264d30ca5cfb5d8c6be36f1b82c677d7dc1ed66881,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,17,4,17,17,17,7,16,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":36,""field--label-hidden"":36,""field__item"":37,""mc__nav__link"":29,""mc__nav__menu__item"":24,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""cb1ceb521ede8f172cc6dccf71c441d8d3f2bfdfec9bb80352322c9a458da3ae"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_c6eaaa3542db8f13ae66"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_444374882c42a43c86bd,vanderbilt_approved_parser_scope_next_c602d98a5a5eee69f7bc,vanderbilt_program_fellowship-pediatric-hospital-medicine-https-pediatrics-vumc_fc2f034a3e09,Pediatric Hospital Medicine,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/current-pediatric-hospital-medicine-fellows,fetched,200,https://pediatrics.vumc.org/person/hospital-medicine-fellowship/fellows,b3546e89b160841a6c81a2030ff10d576bbd674eea581e97429461d72dfca87e,2bd6195797c60fc23b42c9a65e3dbad224c2d6b46116ce487da9c97367863c4d,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,12,1,12,12,8,2,8,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":12,""mc__nav__link"":29,""mc__nav__link--2"":15,""mc__nav__menu__item"":24,""mc__nav__menu__item--2"":15,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""b3546e89b160841a6c81a2030ff10d576bbd674eea581e97429461d72dfca87e"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_c602d98a5a5eee69f7bc"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_05136a9157bdac44f8f4,vanderbilt_approved_parser_scope_next_f3f5cdd41b5bbd41f63b,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,fetched,200,https://pediatrics.vumc.org/person/infectious-diseases-fellowship/fellows,fdc83c9a4ea028f5396df0fff523a33529459a3cf89747e511537cbe9da325bd,19ef176169765eeaf1768db75b111149d13c0dca0307e3de90e90e1a4ab7b86f,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,16,4,16,16,17,5,14,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":25,""field--label-hidden"":25,""field__item"":26,""mc__nav__link"":29,""mc__nav__menu__item"":24,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""fdc83c9a4ea028f5396df0fff523a33529459a3cf89747e511537cbe9da325bd"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_f3f5cdd41b5bbd41f63b"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_659fdea02b0cf09fcc18,vanderbilt_approved_parser_scope_next_5171f7c7088d20c38840,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/current-rheumatology-fellows,fetched,200,https://pediatrics.vumc.org/person/rheumatology-fellowship/fellows,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,12,1,12,12,8,2,8,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":12,""mc__nav__link"":29,""mc__nav__link--2"":15,""mc__nav__menu__item"":24,""mc__nav__menu__item--2"":15,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_5171f7c7088d20c38840"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_725a58570470aff7ff07,vanderbilt_approved_parser_scope_next_1c7ba11c7851a23c6c15,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/pgy-1,fetched,200,https://pediatrics.vumc.org/person/pgy-1,468f9abea7076cf3b7c883beb14c867c2333e3cadb4572cbc723b1904e1767fb,ba21b19989b4f3037f3fb16bd2c4eed613a72bbd2fc5a03f20ce2f812c183102,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,69,1,69,69,9,6,0,5,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":58,""field--label-hidden"":58,""field__item"":57,""mc__nav__link"":29,""paragraph"":29,""paragraph--type--directorygroup"":29,""paragraph--view-mode--default"":29,""person__content-section"":56},""fetch_error"":"""",""prior_route_observation_content_sha256"":""468f9abea7076cf3b7c883beb14c867c2333e3cadb4572cbc723b1904e1767fb"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_1c7ba11c7851a23c6c15"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_79b11827a2e5a1ccfe23,vanderbilt_approved_parser_scope_next_23bfbbb087329f7c90de,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,source_specific_parser_build_review_packet,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,fetched,200,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,25e3158f5c33a852b441defea4fe312ce0c2baccf1dee9a25c5cd83d7c20f1ed,59c09f868c2b92cd65c32d55cdfecdea38500217c0a6918bee28b538934405a4,true,vumc_pgy_listing_page,parser_build_review_ready_candidate_entity_counts,17,1,17,22,26,18,2,8,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""else"":44,""mc__nav__link"":55,""mc__nav__menu__item"":56,""module__1ljditu36femzz4vek_1vw"":63,""module__3ogvziruounlr32noqnijx"":63,""no-submenu"":44,""standard-inline-menu__item"":50,""standard-inline-menu__link"":50},""fetch_error"":"""",""prior_route_observation_content_sha256"":""25e3158f5c33a852b441defea4fe312ce0c2baccf1dee9a25c5cd83d7c20f1ed"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_23bfbbb087329f7c90de"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_4bf663a59863cda57f74,vanderbilt_approved_parser_scope_next_d249c55deb75c0eac01a,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,source_specific_parser_build_review_packet,https://pediatrics.vumc.org/person/current-rheumatology-fellows,fetched,200,https://pediatrics.vumc.org/person/rheumatology-fellowship/fellows,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,true,vumc_pediatrics_person_listing_page,parser_build_review_ready_candidate_entity_counts,12,1,12,12,8,2,8,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""field"":12,""mc__nav__link"":29,""mc__nav__link--2"":15,""mc__nav__menu__item"":24,""mc__nav__menu__item--2"":15,""no-submenu"":20,""standard-inline-menu__item"":18,""standard-inline-menu__link"":18},""fetch_error"":"""",""prior_route_observation_content_sha256"":""52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_d249c55deb75c0eac01a"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
vanderbilt_parser_scope_execution_evidence_030200e5d0007f426f1d,vanderbilt_approved_parser_scope_next_fc1e5d386db257b40b38,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,source_specific_parser_build_review_packet,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,fetched,200,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,true,vumc_medicine_division_fellows_shared_page,parser_build_review_ready_candidate_entity_counts,10,8,0,2,26,6,24,0,,not_recourse,source_specific_parser_build_review_packet,false,false,false,Build source-specific parser tests and candidate-only extraction count evidence; do not publish raw names or ingest people.,"{""class_name_counts_top"":{""clearfix"":39,""dropdown"":43,""expanded"":43,""field"":35,""field--label-hidden"":27,""form-check"":21,""form-check-input"":21,""parent_link"":37},""fetch_error"":"""",""prior_route_observation_content_sha256"":""1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211"",""route_hash_matches_prior_observation"":""true"",""source_next_packet_key"":""vanderbilt_approved_parser_scope_next_fc1e5d386db257b40b38"",""source_next_packet_rowset_sha256"":""098c0a813eb577552b46e9454fbf2e9088bcee228d0aa678827439eba082e261""}","Non-mutating Vanderbilt parser/scope execution evidence. This ledger records parser strategy, scope status, route freshness, hashes, and coarse candidate counts for approved next-packet rows. It stores no raw HTML, raw text, raw headings, raw anchor samples, accepted people, parser-accepted person rows, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T04:57:19.763645+00:00
