prioritization_key,priority_rank,priority_score,assignment_band,assignment_status,execution_order,operator_packet_key,review_queue_lane,program_key,program_name,workbook_row_count,slice_output_path,patch_output_path,slice_command,extract_command,patch_dry_run_command,blank_verification_status,blank_extract_failed_closed,dry_run_patch_rows,tmp_outputs_removed,recommended_reviewer_action,success_condition,approval_required_for,prohibited_mutations,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,apply_executed,source_slice_index_rowset_sha256,source_execution_readiness_rowset_sha256,source_blank_execution_rowset_sha256,source_decision_audit_rowset_sha256,evidence_json,mutation_policy,generated_at
vanderbilt_reviewer_slice_prioritization_398c4ba05418a8bbdf74,11,7970,scope_or_recourse_micro_slice,ready_for_bounded_human_reviewer_input,20,vanderbilt_public_reviewer_operator_packet_9e4cee1ad17c988591b2,route_recourse_review,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,1,/tmp/vanderbilt_reviewer_workbook_order_20.csv,/tmp/vanderbilt_reviewer_patch_order_20.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 20 --output /tmp/vanderbilt_reviewer_workbook_order_20.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_20.csv --output /tmp/vanderbilt_reviewer_patch_order_20.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_20.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":2,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_d567c4412c20af83a2ef"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_192a43c81ab15925df28,12,6896,standard_candidate_slice,ready_for_bounded_human_reviewer_input,14,vanderbilt_public_reviewer_operator_packet_ce7dbd7acd9133a9486d,candidate_fingerprint_review,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,9,/tmp/vanderbilt_reviewer_workbook_order_14.csv,/tmp/vanderbilt_reviewer_patch_order_14.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 14 --output /tmp/vanderbilt_reviewer_workbook_order_14.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_14.csv --output /tmp/vanderbilt_reviewer_patch_order_14.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_14.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":3,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_605529e89bb0ca477cb8"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_47142bc6c9c1873faee5,13,6897,standard_candidate_slice,ready_for_bounded_human_reviewer_input,3,vanderbilt_public_reviewer_operator_packet_e7c43e90f1faaa29e266,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,10,/tmp/vanderbilt_reviewer_workbook_order_3.csv,/tmp/vanderbilt_reviewer_patch_order_3.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 3 --output /tmp/vanderbilt_reviewer_workbook_order_3.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_3.csv --output /tmp/vanderbilt_reviewer_patch_order_3.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_3.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":3,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_9405cc63780f389aa827"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_c3abfda076ba4b94aa00,14,6889,standard_candidate_slice,ready_for_bounded_human_reviewer_input,11,vanderbilt_public_reviewer_operator_packet_678ec5f20c3da2b5bb23,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,10,/tmp/vanderbilt_reviewer_workbook_order_11.csv,/tmp/vanderbilt_reviewer_patch_order_11.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 11 --output /tmp/vanderbilt_reviewer_workbook_order_11.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_11.csv --output /tmp/vanderbilt_reviewer_patch_order_11.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_11.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":3,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_3cbd1390952979fb23f3"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_09f515c1116ddef29fd6,15,6884,standard_candidate_slice,ready_for_bounded_human_reviewer_input,16,vanderbilt_public_reviewer_operator_packet_3175917999110d2ad426,candidate_fingerprint_review,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,10,/tmp/vanderbilt_reviewer_workbook_order_16.csv,/tmp/vanderbilt_reviewer_patch_order_16.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 16 --output /tmp/vanderbilt_reviewer_workbook_order_16.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_16.csv --output /tmp/vanderbilt_reviewer_patch_order_16.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_16.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":3,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_36a5f8eb945cc4ce77a0"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_1e4ca35d844ea1fcc3d0,16,6871,standard_candidate_slice,ready_for_bounded_human_reviewer_input,9,vanderbilt_public_reviewer_operator_packet_4f7c1b2422d42991292d,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-gastroenterology-https-pediatrics-vumc-_f3304fa0a202,Pediatric Gastroenterology,12,/tmp/vanderbilt_reviewer_workbook_order_9.csv,/tmp/vanderbilt_reviewer_patch_order_9.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 9 --output /tmp/vanderbilt_reviewer_workbook_order_9.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_9.csv --output /tmp/vanderbilt_reviewer_patch_order_9.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_9.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":3,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_124a6e583897f562af95"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_84cab5ad7a1f680a7920,17,5824,large_candidate_slice,ready_for_bounded_human_reviewer_input,6,vanderbilt_public_reviewer_operator_packet_466be7e6af7101256b9d,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-critical-care-https-pediatrics-vumc-org_54cc9ebcdb58,Pediatric Critical Care,17,/tmp/vanderbilt_reviewer_workbook_order_6.csv,/tmp/vanderbilt_reviewer_patch_order_6.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 6 --output /tmp/vanderbilt_reviewer_workbook_order_6.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_6.csv --output /tmp/vanderbilt_reviewer_patch_order_6.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_6.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":4,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_ee321a1e45e94cfe7211"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_c77503bcecb416144f94,18,5823,large_candidate_slice,ready_for_bounded_human_reviewer_input,7,vanderbilt_public_reviewer_operator_packet_f41377a1bac2a2af7d91,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-emergency-medicine-https-pediatrics-vum_a6784ae6290b,Pediatric Emergency Medicine,17,/tmp/vanderbilt_reviewer_workbook_order_7.csv,/tmp/vanderbilt_reviewer_patch_order_7.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 7 --output /tmp/vanderbilt_reviewer_workbook_order_7.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_7.csv --output /tmp/vanderbilt_reviewer_patch_order_7.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_7.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":4,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_d9e4b382dabd252ecdd0"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_214fc22c43e7291c23a4,19,5805,large_candidate_slice,ready_for_bounded_human_reviewer_input,5,vanderbilt_public_reviewer_operator_packet_fdcb8dc85c9e94e853ea,candidate_fingerprint_review,vanderbilt_program_fellowship-neonatal-perinatal-medicine-https-pediatrics-vumc_4f77c30f6178,Neonatal-Perinatal Medicine,19,/tmp/vanderbilt_reviewer_workbook_order_5.csv,/tmp/vanderbilt_reviewer_patch_order_5.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 5 --output /tmp/vanderbilt_reviewer_workbook_order_5.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_5.csv --output /tmp/vanderbilt_reviewer_patch_order_5.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_5.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":4,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_dc66c232bedca2f957a4"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
vanderbilt_reviewer_slice_prioritization_1c61b4e64050f44ac32c,20,5727,large_candidate_slice,ready_for_bounded_human_reviewer_input,13,vanderbilt_public_reviewer_operator_packet_818dc8d994e529758537,candidate_fingerprint_review,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,26,/tmp/vanderbilt_reviewer_workbook_order_13.csv,/tmp/vanderbilt_reviewer_patch_order_13.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 13 --output /tmp/vanderbilt_reviewer_workbook_order_13.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_13.csv --output /tmp/vanderbilt_reviewer_patch_order_13.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_13.csv,blank_slice_fail_closed_verified,true,0,true,"Slice this workbook to /tmp, fill only the allowed non-mutating reviewer-action fields for this bounded slice, extract a strict patch, run the patch helper as a dry run, and do not run --apply until reviewed.",Strict patch extraction succeeds only after filled reviewer rows are present; dry-run apply reports valid_non_mutating_rows for the slice while accepted_person_rows remains 0 and apply_executed remains false.,person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; identity_collapse,fill_reviewer_decisions_without_operator_action; extract_filled_patch_without_review; apply_reviewer_patch; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,0,false,false,false,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""assignment_group"":4,""blank_execution_rowset_sha256"":""8214eb3162fd6c56206c6c937b78fcd0ee485e5cdb6ca681737f8a64a378f02e"",""blank_execution_verification_key"":""vanderbilt_blank_execution_verification_42566ff6948962e6a882"",""decision_audit_pending_rows"":159,""decision_audit_valid_non_mutating_rows"":0,""rank_basis"":[""assignment_group"",""workbook_row_count"",""execution_order""]}","Non-mutating Vanderbilt reviewer slice prioritization plan. It ranks the 20 fail-closed reviewer slices using only public-safe lane, row-count, command-surface, and blank-execution verification metrics. It does not fill reviewer decisions, extract filled patches, run apply, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw candidate labels or person URLs, or collapse identities.",2026-06-09T09:00:54.658110+00:00
