query_key,person_key,display_name,role,program_name,task_key,task_type,query_kind,query,query_url,priority,priority_band,searched_at,search_http_status,result_count,error
prior_training_query_person-enrichment-task-abf55bb8a2aaf6a8c068-ambe_3d4b7097fa3c5843,person_amber-lachaud-md_f9850f07311d,"Amber Lachaud, MD",fellow,Maternal Fetal Medicine Fellowship,person_enrichment_task_abf55bb8a2aaf6a8c068,source_residency_background,queue_query,"""Amber Lachaud, MD"" ""Maternal Fetal Medicine Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Amber+Lachaud%2C+MD%22+%22Maternal+Fetal+Medicine+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:41.995544+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-abf55bb8a2aaf6a8c068-ambe_97e195239637ef7a,person_amber-lachaud-md_f9850f07311d,"Amber Lachaud, MD",fellow,Maternal Fetal Medicine Fellowship,person_enrichment_task_abf55bb8a2aaf6a8c068,source_residency_background,prior_training_background_search,"""Amber Lachaud"" residency",https://html.duckduckgo.com/html/?q=%22Amber+Lachaud%22+residency,89,high,2026-06-02T19:10:42.287638+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-add418f1ee11a164d3b1-andr_2602f3674938e7f8,person_andrew-jeong-md_beb5dfb8bd11,"Andrew Jeong, MD",fellow,Shoulder and Elbow Fellowship,person_enrichment_task_add418f1ee11a164d3b1,source_residency_background,queue_query,"""Andrew Jeong, MD"" ""Shoulder and Elbow Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Andrew+Jeong%2C+MD%22+%22Shoulder+and+Elbow+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:42.569353+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-add418f1ee11a164d3b1-andr_291e0ad9577111e5,person_andrew-jeong-md_beb5dfb8bd11,"Andrew Jeong, MD",fellow,Shoulder and Elbow Fellowship,person_enrichment_task_add418f1ee11a164d3b1,source_residency_background,prior_training_background_search,"""Andrew Jeong"" residency",https://html.duckduckgo.com/html/?q=%22Andrew+Jeong%22+residency,89,high,2026-06-02T19:10:42.854820+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-b2440f28f2f36e501aa7-ann-_6a65cd2402abfc43,person_ann-cathcart-md_bf901cae05f1,"Ann Cathcart, MD",fellow,Gynecologic Oncology Fellowship,person_enrichment_task_b2440f28f2f36e501aa7,source_residency_background,queue_query,"""Ann Cathcart, MD"" ""Gynecologic Oncology Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Ann+Cathcart%2C+MD%22+%22Gynecologic+Oncology+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:43.144336+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-b2440f28f2f36e501aa7-ann-_272c190a164fa2a1,person_ann-cathcart-md_bf901cae05f1,"Ann Cathcart, MD",fellow,Gynecologic Oncology Fellowship,person_enrichment_task_b2440f28f2f36e501aa7,source_residency_background,prior_training_background_search,"""Ann Cathcart"" residency",https://html.duckduckgo.com/html/?q=%22Ann+Cathcart%22+residency,89,high,2026-06-02T19:10:43.427567+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-25f2026909c475a953bc-ann-_5ce28e2b2532cf9a,person_ann-powers-m-d_b6887347f2f4,"Ann Powers, M.D.",fellow,CHOP Otolaryngology Fellowship,person_enrichment_task_25f2026909c475a953bc,source_residency_background,queue_query,"""Ann Powers, M.D."" ""CHOP Otolaryngology Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Ann+Powers%2C+M.D.%22+%22CHOP+Otolaryngology+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:43.707550+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-25f2026909c475a953bc-ann-_20b28bd6dcbc719b,person_ann-powers-m-d_b6887347f2f4,"Ann Powers, M.D.",fellow,CHOP Otolaryngology Fellowship,person_enrichment_task_25f2026909c475a953bc,source_residency_background,prior_training_background_search,"""Ann Powers M D"" residency",https://html.duckduckgo.com/html/?q=%22Ann+Powers+M+D%22+residency,89,high,2026-06-02T19:10:43.996954+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-790d0fd18b385c8e3072-ashl_6f70d1aa5dc4ccb6,person_ashley-barlev-md-phd_707ff6176d43,"Ashley Barlev, MD, PhD",fellow,Molecular Genetic Pathology Fellowship,person_enrichment_task_790d0fd18b385c8e3072,source_residency_background,queue_query,"""Ashley Barlev, MD, PhD"" ""Molecular Genetic Pathology Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Ashley+Barlev%2C+MD%2C+PhD%22+%22Molecular+Genetic+Pathology+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:44.296012+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-790d0fd18b385c8e3072-ashl_2f2498d5bdf1163a,person_ashley-barlev-md-phd_707ff6176d43,"Ashley Barlev, MD, PhD",fellow,Molecular Genetic Pathology Fellowship,person_enrichment_task_790d0fd18b385c8e3072,source_residency_background,prior_training_background_search,"""Ashley Barlev"" residency",https://html.duckduckgo.com/html/?q=%22Ashley+Barlev%22+residency,89,high,2026-06-02T19:10:44.583766+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-6bc05c1e45150a662eac-ashl_b42f857a146839da,person_ashley-macconnell-md_07b4e8e49ddb,"Ashley MacConnell, MD",fellow,Spine Fellowship,person_enrichment_task_6bc05c1e45150a662eac,source_residency_background,queue_query,"""Ashley MacConnell, MD"" ""Spine Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Ashley+MacConnell%2C+MD%22+%22Spine+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:44.871622+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-6bc05c1e45150a662eac-ashl_cb44fb33df0e84d3,person_ashley-macconnell-md_07b4e8e49ddb,"Ashley MacConnell, MD",fellow,Spine Fellowship,person_enrichment_task_6bc05c1e45150a662eac,source_residency_background,prior_training_background_search,"""Ashley MacConnell"" residency",https://html.duckduckgo.com/html/?q=%22Ashley+MacConnell%22+residency,89,high,2026-06-02T19:10:45.148248+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-219c5acc55b0ad72c2d4-bran_f5c73fcaae27e6fe,person_brandon-klein-do_d2dad3acd231,"Brandon Klein, DO",fellow,Sports Medicine Fellowship,person_enrichment_task_219c5acc55b0ad72c2d4,source_residency_background,queue_query,"""Brandon Klein, DO"" ""Sports Medicine Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Brandon+Klein%2C+DO%22+%22Sports+Medicine+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:45.430268+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-219c5acc55b0ad72c2d4-bran_4409efc2c8429111,person_brandon-klein-do_d2dad3acd231,"Brandon Klein, DO",fellow,Sports Medicine Fellowship,person_enrichment_task_219c5acc55b0ad72c2d4,source_residency_background,prior_training_background_search,"""Brandon Klein"" residency",https://html.duckduckgo.com/html/?q=%22Brandon+Klein%22+residency,89,high,2026-06-02T19:10:45.786982+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-b581b32c09716f520a77-brit_315f08f5f464c2ad,person_brittney-boles-md_dfce926e7cd8,"Brittney Boles, MD",fellow,Soft Tissue/Bone Pathology Fellowship,person_enrichment_task_b581b32c09716f520a77,source_residency_background,queue_query,"""Brittney Boles, MD"" ""Soft Tissue/Bone Pathology Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Brittney+Boles%2C+MD%22+%22Soft+Tissue%2FBone+Pathology+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:46.061089+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-b581b32c09716f520a77-brit_c41c0d8635649bd2,person_brittney-boles-md_dfce926e7cd8,"Brittney Boles, MD",fellow,Soft Tissue/Bone Pathology Fellowship,person_enrichment_task_b581b32c09716f520a77,source_residency_background,prior_training_background_search,"""Brittney Boles"" residency",https://html.duckduckgo.com/html/?q=%22Brittney+Boles%22+residency,89,high,2026-06-02T19:10:46.350495+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-6ff0bedde2dabc055ec8-byro_a238b0842e2dba4c,person_byron-gottschalk-md_535d98f436c9,"Byron Gottschalk, MD",fellow,Aortic Surgery Fellowship,person_enrichment_task_6ff0bedde2dabc055ec8,source_residency_background,queue_query,"""Byron Gottschalk, MD"" ""Aortic Surgery Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Byron+Gottschalk%2C+MD%22+%22Aortic+Surgery+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:46.632531+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-6ff0bedde2dabc055ec8-byro_a374d512b7fa82ea,person_byron-gottschalk-md_535d98f436c9,"Byron Gottschalk, MD",fellow,Aortic Surgery Fellowship,person_enrichment_task_6ff0bedde2dabc055ec8,source_residency_background,prior_training_background_search,"""Byron Gottschalk"" residency",https://html.duckduckgo.com/html/?q=%22Byron+Gottschalk%22+residency,89,high,2026-06-02T19:10:46.910985+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-1cbfcc91edd2c82b052c-cami_3bac3b50164cfb48,person_camille-mccallister-md_2caa4c9fc980,"Camille McCallister, MD",fellow,Gynecologic Oncology Fellowship,person_enrichment_task_1cbfcc91edd2c82b052c,source_residency_background,queue_query,"""Camille McCallister, MD"" ""Gynecologic Oncology Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Camille+McCallister%2C+MD%22+%22Gynecologic+Oncology+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:47.189627+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-1cbfcc91edd2c82b052c-cami_fe0f4486ef652e6a,person_camille-mccallister-md_2caa4c9fc980,"Camille McCallister, MD",fellow,Gynecologic Oncology Fellowship,person_enrichment_task_1cbfcc91edd2c82b052c,source_residency_background,prior_training_background_search,"""Camille McCallister"" residency",https://html.duckduckgo.com/html/?q=%22Camille+McCallister%22+residency,89,high,2026-06-02T19:10:47.463915+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-28555372c92cf7fa3969-cath_5119c030bd0f4890,person_catherine-klammer-md_b62f136a2f65,"Catherine Klammer, MD",fellow,Maternal Fetal Medicine Fellowship,person_enrichment_task_28555372c92cf7fa3969,source_residency_background,queue_query,"""Catherine Klammer, MD"" ""Maternal Fetal Medicine Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Catherine+Klammer%2C+MD%22+%22Maternal+Fetal+Medicine+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:47.737011+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-28555372c92cf7fa3969-cath_97f9d0985803d301,person_catherine-klammer-md_b62f136a2f65,"Catherine Klammer, MD",fellow,Maternal Fetal Medicine Fellowship,person_enrichment_task_28555372c92cf7fa3969,source_residency_background,prior_training_background_search,"""Catherine Klammer"" residency",https://html.duckduckgo.com/html/?q=%22Catherine+Klammer%22+residency,89,high,2026-06-02T19:10:48.026850+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-a1eca81ba7d6e3ed0c9b-chri_07a45ec3ba95dfc0,person_christian-zhang-md_997db2e65502,"Christian Zhang, MD",fellow,Sleep Medicine Fellowship,person_enrichment_task_a1eca81ba7d6e3ed0c9b,source_residency_background,queue_query,"""Christian Zhang, MD"" ""Sleep Medicine Fellowship"" residency prior training bio CV",https://html.duckduckgo.com/html/?q=%22Christian+Zhang%2C+MD%22+%22Sleep+Medicine+Fellowship%22+residency+prior+training+bio+CV,89,high,2026-06-02T19:10:48.314504+00:00,202,0,search_endpoint_non_200
prior_training_query_person-enrichment-task-a1eca81ba7d6e3ed0c9b-chri_40679e6eade70cd6,person_christian-zhang-md_997db2e65502,"Christian Zhang, MD",fellow,Sleep Medicine Fellowship,person_enrichment_task_a1eca81ba7d6e3ed0c9b,source_residency_background,prior_training_background_search,"""Christian Zhang"" residency",https://html.duckduckgo.com/html/?q=%22Christian+Zhang%22+residency,89,high,2026-06-02T19:10:48.605371+00:00,202,0,search_endpoint_non_200
