approval_packet_key,source_decision_packet_key,program_key,program_name,fetch_url,decision_lane,decision_status,approval_request_lane,approval_scope_requested,implementation_allowed_if_approved,person_ingestion_allowed_if_approved,required_output_boundary_if_approved,next_artifact_if_approved,next_artifact_if_denied,content_sha256,visible_text_sha256,evidence_json,mutation_policy,generated_at
vanderbilt_parser_scope_implementation_approval_90ba5d0d83ec170a63eb,vanderbilt_parser_scope_decision_aae5bddd0026001f8efd,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,candidate_only_parser_implementation_review,"Allow implementation of source-family parsers that emit candidate-only counts, hashes, parser diagnostics, and review queues, not accepted people.",candidate_only_parser_code_and_tests,false,No raw names in committed artifacts; no accepted person rows; candidate fingerprints/counts and parser diagnostics only.,candidate_only_vanderbilt_parser_implementation_and_review_outputs,retain_parser_family_spec_without_implementation,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,"{""candidate_entity_count"":12,""parser_spec_family"":""vumc_pediatrics_person_listing_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_roster_signal_for_parser_spec"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_aae5bddd0026001f8efd"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_122031e82922cbb38b7d,vanderbilt_parser_scope_decision_d062754677069138a51e,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,https://pediatrics.vumc.org/person/pgy-1,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,candidate_only_parser_implementation_review,"Allow implementation of source-family parsers that emit candidate-only counts, hashes, parser diagnostics, and review queues, not accepted people.",candidate_only_parser_code_and_tests,false,No raw names in committed artifacts; no accepted person rows; candidate fingerprints/counts and parser diagnostics only.,candidate_only_vanderbilt_parser_implementation_and_review_outputs,retain_parser_family_spec_without_implementation,468f9abea7076cf3b7c883beb14c867c2333e3cadb4572cbc723b1904e1767fb,ba21b19989b4f3037f3fb16bd2c4eed613a72bbd2fc5a03f20ce2f812c183102,"{""candidate_entity_count"":69,""parser_spec_family"":""vumc_pediatrics_person_listing_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_roster_signal_for_parser_spec"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_d062754677069138a51e"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_6b8f05a5b17807fa2493,vanderbilt_parser_scope_decision_4860dd99660692225ad9,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,https://www.vumc.org/psychiatry/post-graduate-year-1-pgy1,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,candidate_only_parser_implementation_review,"Allow implementation of source-family parsers that emit candidate-only counts, hashes, parser diagnostics, and review queues, not accepted people.",candidate_only_parser_code_and_tests,false,No raw names in committed artifacts; no accepted person rows; candidate fingerprints/counts and parser diagnostics only.,candidate_only_vanderbilt_parser_implementation_and_review_outputs,retain_parser_family_spec_without_implementation,25e3158f5c33a852b441defea4fe312ce0c2baccf1dee9a25c5cd83d7c20f1ed,59c09f868c2b92cd65c32d55cdfecdea38500217c0a6918bee28b538934405a4,"{""candidate_entity_count"":17,""parser_spec_family"":""vumc_pgy_listing_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_roster_signal_for_parser_spec"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_4860dd99660692225ad9"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_87f428f0dbe9be51b333,vanderbilt_parser_scope_decision_2bd20e2490b43ebd6b82,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,https://pediatrics.vumc.org/person/current-rheumatology-fellows,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,candidate_only_parser_implementation_review,"Allow implementation of source-family parsers that emit candidate-only counts, hashes, parser diagnostics, and review queues, not accepted people.",candidate_only_parser_code_and_tests,false,No raw names in committed artifacts; no accepted person rows; candidate fingerprints/counts and parser diagnostics only.,candidate_only_vanderbilt_parser_implementation_and_review_outputs,retain_parser_family_spec_without_implementation,52f1b1fc3e885b14477d5f390b56a5ad61fe6a32d64b6da99490f3db3a76f835,97ead48c62485bf6056f67dd93ccd0ad2dcadb7ccc94b145e67480d920155ab3,"{""candidate_entity_count"":12,""parser_spec_family"":""vumc_pediatrics_person_listing_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_roster_signal_for_parser_spec"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_2bd20e2490b43ebd6b82"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_77a7f319283a868c3787,vanderbilt_parser_scope_decision_95108370454994f02197,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,parser_family_spec,candidate_only_parser_spec_ready_for_exact_implementation_approval,candidate_only_parser_implementation_review,"Allow implementation of source-family parsers that emit candidate-only counts, hashes, parser diagnostics, and review queues, not accepted people.",candidate_only_parser_code_and_tests,false,No raw names in committed artifacts; no accepted person rows; candidate fingerprints/counts and parser diagnostics only.,candidate_only_vanderbilt_parser_implementation_and_review_outputs,retain_parser_family_spec_without_implementation,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""candidate_entity_count"":10,""parser_spec_family"":""vumc_medicine_division_fellows_shared_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_roster_signal_for_parser_spec"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_95108370454994f02197"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_af8877a98c9000d0228c,vanderbilt_parser_scope_decision_38d5373835ae3a8dc076,vanderbilt_program_residency-general-surgery-https-www-vumc-org-generalsurgeryr_36cdd333340f,General Surgery,https://www.vumc.org/generalsurgeryresidency/current-residents,general_surgery_rendered_decision,rendered_current_residents_parser_scope_ready,general_surgery_candidate_only_parser_review,Allow General Surgery rendered parser-build review and candidate-only diagnostics.,general_surgery_candidate_only_parser_review,false,No accepted General Surgery people; rendered parser evidence must remain counts/hashes/diagnostics.,general_surgery_candidate_only_parser_review_outputs,retain_general_surgery_rendered_decision_pending_approval,756ae4b5a46a46ede155495eb784a276609a514badced0928fff4d79578755b6,13b4a3f82ad1affe8a931768b67bfc4c587e53f31f9e440a5241a5d857eee0f8,"{""candidate_entity_count"":5,""parser_spec_family"":""vumc_general_surgery_current_residents_rendered_review"",""recourse_decision"":""not_recourse"",""scope_decision"":""general_surgery_current_residents_route_has_current_resident_signal"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_38d5373835ae3a8dc076"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_b61a431ed016f9001b35,vanderbilt_parser_scope_decision_f39754b4b48e85bebb5d,vanderbilt_program_fellowship-advanced-endoscopy-https-medicine-vumc-org-advanc_20ef397616c3,Advanced Endoscopy,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,linked_route_scope_decision,shared_source_scope_disposition_ready,linked_route_scope_disposition_acceptance,Allow non-mutating acceptance of linked-route scope dispositions as routing metadata only.,scope_metadata_and_parser_queue_routing,false,"No URL rewrite, denominator closure, or person ingestion; scope decisions only route future parser/source-discovery work.",accepted_linked_route_scope_disposition_metadata,retain_scope_decision_packet_pending_approval,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""candidate_entity_count"":10,""parser_spec_family"":""vumc_medicine_division_fellows_shared_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""shared_gastroenterology_fellows_route_requires_subscope_before_parser_build"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_f39754b4b48e85bebb5d"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_749b64d60bb21bba8bd3,vanderbilt_parser_scope_decision_540a2b5ce8eba37206b1,vanderbilt_program_fellowship-advanced-inflammatory-bowel-disease-https-medicin_4a3960c8c48c,Advanced Inflammatory Bowel Disease,https://medicine.vumc.org/divisions/gastroenterology-hepatology-nutrition/education/fellows,linked_route_scope_decision,shared_source_scope_disposition_ready,linked_route_scope_disposition_acceptance,Allow non-mutating acceptance of linked-route scope dispositions as routing metadata only.,scope_metadata_and_parser_queue_routing,false,"No URL rewrite, denominator closure, or person ingestion; scope decisions only route future parser/source-discovery work.",accepted_linked_route_scope_disposition_metadata,retain_scope_decision_packet_pending_approval,1e8527a6a157980545a87bd37d46a3a3bfde2e7e48692a86ce6a21e81851f211,fc0bf7344da33787b04da3376eba74df8d29afd4ee081755627ad1d3431f536d,"{""candidate_entity_count"":10,""parser_spec_family"":""vumc_medicine_division_fellows_shared_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""shared_gastroenterology_fellows_route_requires_subscope_before_parser_build"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_540a2b5ce8eba37206b1"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_889b4a066195a901fea8,vanderbilt_parser_scope_decision_50f347623a8515ca8920,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/node/193,linked_route_scope_decision,same_program_scope_disposition_ready,linked_route_scope_disposition_acceptance,Allow non-mutating acceptance of linked-route scope dispositions as routing metadata only.,scope_metadata_and_parser_queue_routing,false,"No URL rewrite, denominator closure, or person ingestion; scope decisions only route future parser/source-discovery work.",accepted_linked_route_scope_disposition_metadata,retain_scope_decision_packet_pending_approval,8e9feb84b562e5e1092f3e4efcded50d633c6fa4f250847d6bd43925b06de55e,17419ec92e52a4a55a689aa5a417e5d632d820a14877ea75d8e996d0f2728e27,"{""candidate_entity_count"":16,""parser_spec_family"":""vumc_orthopaedics_current_residents_page"",""recourse_decision"":""not_recourse"",""scope_decision"":""same_program_current_residents_route_candidate_for_parser_build_review"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_50f347623a8515ca8920"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
vanderbilt_parser_scope_implementation_approval_d6775ae2dbe583e85a4a,vanderbilt_parser_scope_decision_646c879551c0b4244dad,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,https://www.vumc.org/ortho/2022-residency-match,route_recourse_decision,http_error_recourse_ready,orthopaedic_route_recourse_or_replacement_review,Allow non-mutating route retry/replacement review for the retired Orthopaedic match route.,route_recourse_probe_and_replacement_queue,false,No unresolved-gap closure or URL rewrite; recourse outputs must remain source-discovery evidence.,orthopaedic_route_recourse_or_replacement_packet,retain_orthopaedic_http_error_recourse_pending_approval,c62fb4641db7ef61acdb65346cb477329f938619067e0028f3b9f6855ec6dce2,93ae3274bfdfceca4e002ae0223df581c75ecc635c877e76e35469403fcda531,"{""candidate_entity_count"":16,""parser_spec_family"":""http_error_recourse"",""recourse_decision"":""retry_or_replace_retired_orthopaedic_match_route"",""scope_decision"":""not_parser_scope_candidate"",""source_decision_packet_key"":""vanderbilt_parser_scope_decision_646c879551c0b4244dad"",""source_decision_rowset_sha256"":""aa94351eae7a7309d2b760a891f69538d8a8998058fc1ceb24af3d2b918644b8""}","Non-mutating Vanderbilt parser/scope implementation approval request. It asks whether candidate-only parser implementation, scope-disposition recording, General Surgery parser-build review, and Orthopaedic route recourse work may proceed from the verified decision rowset. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T05:06:36.430434+00:00
