audit_key,manual_decision_row_key,decision_scaffold_key,review_batch_key,review_queue_lane,program_key,program_name,audit_status,decision_state,reviewer_action,allowed_action_match,decision_fingerprint_match,required_confirmations_present,accepted_person_row,person_ingestion_allowed,denominator_closure_allowed,audit_blocker,evidence_json,mutation_policy,generated_at
vanderbilt_candidate_reviewer_decision_audit_f53051f6b62c99d98b14,vanderbilt_candidate_manual_decision_143d950856b53ff8e77e,vanderbilt_candidate_review_decision_6df59ae0af2661c704de,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_438c878b6d13f06bb82b,vanderbilt_candidate_manual_decision_1f940c7a900537b18dd3,vanderbilt_candidate_review_decision_9011056f1626cdc56499,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_4c720bd882503a755acb,vanderbilt_candidate_manual_decision_56820b78dd600cb14786,vanderbilt_candidate_review_decision_1f03510c12dd14e07605,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_04e1ac8b2954d1cdb50d,vanderbilt_candidate_manual_decision_786e533f5a1129b2e8db,vanderbilt_candidate_review_decision_627e70e854c2f0ecfcdb,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_192cbe82a6ebee4461ba,vanderbilt_candidate_manual_decision_99a49324e6ddb002948d,vanderbilt_candidate_review_decision_2b55b1645ec7183d843c,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_c5583dfafbaaddc9fa72,vanderbilt_candidate_manual_decision_c10790d7c74912ac55fe,vanderbilt_candidate_review_decision_ff69dcda955ee1457b6a,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_583613874beb0dd754ec,vanderbilt_candidate_manual_decision_cd1f8f0e8ebee89eb5a9,vanderbilt_candidate_review_decision_08fc0751886449b2617a,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_5b0f74acb706e22b33c7,vanderbilt_candidate_manual_decision_dea0ea21f10ff6a40dfc,vanderbilt_candidate_review_decision_b0d9cbd57617f6e68cb8,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_89b995acf598f064769a,vanderbilt_candidate_manual_decision_f9824841462cee1cfe36,vanderbilt_candidate_review_decision_1458f4841e7a0406a527,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
vanderbilt_candidate_reviewer_decision_audit_b4b05c244f0d7713b981,vanderbilt_candidate_manual_decision_ff3981f51e60b20073e5,vanderbilt_candidate_review_decision_796b42c68d6859bd7b7f,vanderbilt_candidate_review_batch_264e38d4cffae937e7ae,candidate_fingerprint_review,vanderbilt_program_fellowship-gastroenterology-https-medicine-vumc-org-division_8a52e2c35fee,Gastroenterology,pending,pending_blank_decision,,,,,false,false,false,,"{""allowed_actions"":[""mark_duplicate_hash_for_reconciliation"",""mark_for_later_exact_person_review"",""reject_candidate_hash_as_parser_noise""],""missing_confirmation_fields"":[],""note_hash"":"""",""raw_note_hit"":false,""required_confirmation_fields"":[""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only""],""source_scaffold_rowset_sha256"":""29f91bd14647f1d9ee3eaa82dda6326e2b2d78f30c10041f31ac781f05353938""}","Non-mutating Vanderbilt candidate reviewer decision audit. It checks manual reviewer decisions against the verified scaffold, confirmation fields, allowed action lists, and acceptance prohibitions. It does not approve person ingestion, parser output as accepted people, training-state mutation, denominator closure, Vanderbilt school verification, URL rewrite, unsupported-label ingestion, enrichment acceptance, raw dump publication, or unique-person identity collapse.",2026-06-09T09:55:07.278125+00:00
