slice_index_key,execution_order,school_gap_resolution_batch_key,school_name,sponsoring_institution,next_operator_lane,resolution_category,batch_status,gap_count,program_count,slice_output_path,slice_command,verification_command,target_artifact,required_next_evidence,approval_required_for,prohibited_mutations,source_batch_rows,source_packet_rows,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,school_verification_allowed,url_rewrite_allowed,identity_collapse_allowed,private_artifact_paths_committed,evidence_json,mutation_policy,generated_at
school_gap_resolution_batch_slice_index_558d1af0128cbe207b2b,11,school_gap_resolution_batch_694c0aa2d95ef37b9058,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,targeted_source_discovery_after_parent_url_resolution,official_parent_url_resolution_recorded_source_discovery_needed,source_discovery_after_parent_url_resolution_batch_ready,8,8,/tmp/school_gap_resolution_batch_order_11.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 11 --output /tmp/school_gap_resolution_batch_order_11.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Use this parent/alias official URL for source discovery and route probing; require later exact parser or closure approval.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":8,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_e613f969c559f349be90,12,school_gap_resolution_batch_51e8dcea8bb4390cf722,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,targeted_source_discovery_or_no_public_roster_closure_packet,no_current_roster_probe_recorded_source_discovery_or_closure_needed,gap_resolution_batch_ready,8,8,/tmp/school_gap_resolution_batch_order_12.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 12 --output /tmp/school_gap_resolution_batch_order_12.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Use the rendered no-current-named-roster probe as non-mutating evidence; continue targeted source discovery or build a later closure packet.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":8,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_5ea980cfd16e14610b03,13,school_gap_resolution_batch_e1a2d3e5a1139cc01ced,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,headed_refetch,retry_or_refetch_needed,headed_refetch_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_13.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 13 --output /tmp/school_gap_resolution_batch_order_13.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Retry with a headed/browser fetch or alternate official route evidence before closure.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_e9b2dc26a5222002bc0f,14,school_gap_resolution_batch_e6c14b8822effb851339,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,manual_current_scope_review_packet,manual_current_scope_review_needed_after_parser_probe,gap_resolution_batch_ready,7,7,/tmp/school_gap_resolution_batch_order_14.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 14 --output /tmp/school_gap_resolution_batch_order_14.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Review rendered context manually for current-trainee support; build a later exact acceptance or exclusion packet only for evidence-ready rows.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":7,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_7e1aeb2b28f6baed3d4f,15,school_gap_resolution_batch_afdc537edf7fe39badd0,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,manual_url_confirmation_after_official_context_resolution,official_context_url_resolution_recorded_manual_confirmation_needed,manual_url_confirmation_batch_ready,4,4,/tmp/school_gap_resolution_batch_order_15.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 15 --output /tmp/school_gap_resolution_batch_order_15.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Treat this as related/official context only; manual confirmation or further source discovery is required before URL acceptance.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":4,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_3f5718d34dea4804ed02,16,school_gap_resolution_batch_cc63a40883c1df398b94,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,rendered_parser_manual_repair_after_official_url_probe,official_url_probe_rendered_parser_manual_needed,official_url_probe_rendered_parser_manual_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_16.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 16 --output /tmp/school_gap_resolution_batch_order_16.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/vanderbilt_official_url_program_page_probe.csv,inspect rendered page for embedded roster or hidden subpage route,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_32fac0b342e29ad5673b,17,school_gap_resolution_batch_6dcd38cb29e136938edc,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,second_hop_route_inspection_after_official_url_probe,official_url_probe_route_second_hop_inspection_needed,official_url_probe_second_hop_inspection_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_17.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 17 --output /tmp/school_gap_resolution_batch_order_17.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/vanderbilt_official_url_probe_route_inspection.csv,Fetch second-hop route candidates and keep output non-mutating until a later exact packet.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_736b39294515c151450d,18,school_gap_resolution_batch_970e47710eafb88aa237,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,target_program_source_discovery_after_non_current_exclusion,non_current_parser_exclusion_recorded_source_discovery_needed,gap_resolution_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_18.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 18 --output /tmp/school_gap_resolution_batch_order_18.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/school_gap_resolution_manifest.csv,Record non-current parser hits as exclusions and continue target-program source discovery.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_0da40858ced3c37ef86e,19,school_gap_resolution_batch_15b076844b877c585494,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,target_program_source_discovery_after_official_url_probe_exclusion,official_url_probe_route_faculty_leadership_recorded_source_discovery_needed,official_url_probe_exclusion_source_discovery_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_19.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 19 --output /tmp/school_gap_resolution_batch_order_19.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/vanderbilt_official_url_probe_route_inspection_packet.csv,Keep faculty/leadership pages out of trainee truth and continue target-program source discovery.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_058b784dbda8c904d7dc,20,school_gap_resolution_batch_7fccfd71511db056b749,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,target_program_source_discovery_after_official_url_probe_related_scope,official_url_probe_route_related_scope_recorded_source_discovery_needed,official_url_probe_related_scope_source_discovery_batch_ready,1,1,/tmp/school_gap_resolution_batch_order_20.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 20 --output /tmp/school_gap_resolution_batch_order_20.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/vanderbilt_official_url_probe_route_inspection_packet.csv,Record related-scope evidence and continue target-program source discovery before any closure packet.,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":1,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
school_gap_resolution_batch_slice_index_90ba4065b8746c1a0d19,21,school_gap_resolution_batch_0cdbdc347b801f05347d,VANDERBILT UNIVERSITY SCH OF MEDICINE,Vanderbilt University Medical Center,targeted_source_discovery_or_no_public_roster_closure_after_official_url_probe,official_url_probe_no_roster_signal_source_discovery_or_closure_needed,official_url_probe_source_discovery_or_closure_batch_ready,4,4,/tmp/school_gap_resolution_batch_order_21.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 21 --output /tmp/school_gap_resolution_batch_order_21.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py,artifacts/data/vanderbilt_official_url_program_page_probe.csv,record context source and continue secondary source search before no-roster closure,person_ingestion; denominator_closure; school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,21,113,0,false,false,false,false,false,false,"{""packet_rows_in_slice"":4,""private_artifact_paths_committed"":false,""public_urls_may_be_present_in_packet_slice"":true,""slice_output_policy"":""tmp_only_default""}","Non-mutating school gap-resolution batch slice index. It lists one bounded /tmp slice command per committed Vanderbilt gap-resolution batch. It may reference public official-source URLs already committed in gap packets, but it does not fetch web pages, fill reviewer decisions, approve people, ingest people, close denominators, verify schools, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:14:00.900260+00:00
