blank_execution_verification_key,execution_order,operator_packet_key,review_queue_lane,program_key,program_name,workbook_row_count,slice_output_path,patch_output_path,slice_exit_code,slice_row_count,blank_extract_exit_code,blank_extract_failed_closed,allow_empty_extract_exit_code,allow_empty_patch_rows,dry_run_exit_code,dry_run_patch_rows,dry_run_valid_non_mutating_rows,tmp_outputs_removed,verification_status,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,apply_executed,source_execution_readiness_rowset_sha256,source_slice_index_rowset_sha256,source_decision_audit_rowset_sha256,evidence_json,mutation_policy,generated_at
vanderbilt_blank_execution_verification_3cbd1390952979fb23f3,11,vanderbilt_public_reviewer_operator_packet_678ec5f20c3da2b5bb23,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,10,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_11.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_11.csv,0,10,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_b1a6960b6146a76d22f3,12,vanderbilt_public_reviewer_operator_packet_c7d00936b2252e899f6f,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,4,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_12.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_12.csv,0,4,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_42566ff6948962e6a882,13,vanderbilt_public_reviewer_operator_packet_818dc8d994e529758537,candidate_fingerprint_review,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,26,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_13.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_13.csv,0,26,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_605529e89bb0ca477cb8,14,vanderbilt_public_reviewer_operator_packet_ce7dbd7acd9133a9486d,candidate_fingerprint_review,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,9,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_14.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_14.csv,0,9,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_9698e3a5646859a3917e,15,vanderbilt_public_reviewer_operator_packet_00d5019278e1d73cc82c,candidate_fingerprint_review,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,4,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_15.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_15.csv,0,4,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_36a5f8eb945cc4ce77a0,16,vanderbilt_public_reviewer_operator_packet_3175917999110d2ad426,candidate_fingerprint_review,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,10,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_16.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_16.csv,0,10,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_0bf1ce76b8977f8b7609,17,vanderbilt_public_reviewer_operator_packet_59f244f0acaffcc308ee,linked_scope_metadata_review,vanderbilt_program_fellowship-advanced-endoscopy-https-medicine-vumc-org-advanc_20ef397616c3,Advanced Endoscopy,1,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_17.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_17.csv,0,1,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_cc0efc1c80e46e5b3186,18,vanderbilt_public_reviewer_operator_packet_0ae2f32f4e8dc8d0b370,linked_scope_metadata_review,vanderbilt_program_fellowship-advanced-inflammatory-bowel-disease-https-medicin_4a3960c8c48c,Advanced Inflammatory Bowel Disease,1,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_18.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_18.csv,0,1,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_7a1fcb7b06780605a302,19,vanderbilt_public_reviewer_operator_packet_345ff46474ab836b5595,linked_scope_metadata_review,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,1,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_19.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_19.csv,0,1,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
vanderbilt_blank_execution_verification_d567c4412c20af83a2ef,20,vanderbilt_public_reviewer_operator_packet_9e4cee1ad17c988591b2,route_recourse_review,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,1,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_workbook_order_20.csv,/tmp/redmank_vanderbilt_blank_execution/vanderbilt_reviewer_patch_order_20.csv,0,1,1,true,0,0,0,0,0,true,blank_slice_fail_closed_verified,0,false,false,false,ac16e7d92c4992c248162c05778abc4739a487aa01ffe8bc6dde21d6b372dafa,d16ccc0adbb0be4a5fd5b59bdcf82ecb976e1d032baa1d3c9d92bf861c4179c4,e75fc27de3e1374e1e945efe207adbfb4cc04c4c7bc969afe4eaa3d0eb8e93de,"{""allow_empty_extract_stdout_json_keys"":[""accepted_person_rows"",""by_review_queue_lane"",""decision_template_columns"",""denominator_closure_allowed"",""extracted_patch_rows"",""include_blank"",""mutation_allowed"",""output"",""output_columns"",""person_ingestion_allowed"",""workbook"",""workbook_rows""],""blank_extract_expected_message"":""No filled workbook rows to extract."",""blank_extract_observed_tail"":""No filled workbook rows to extract."",""dry_run_stdout_json_keys"":[""accepted_person_rows"",""apply"",""by_review_queue_lane"",""denominator_closure_allowed"",""json_output"",""mutation_allowed"",""output"",""patch"",""patch_rows"",""person_ingestion_allowed"",""valid_non_mutating_rows""],""patch_fields"":[""manual_decision_row_key"",""reviewer_action"",""confirm_decision_fingerprint"",""confirm_no_person_ingestion"",""confirm_no_denominator_closure"",""confirm_no_raw_name_added"",""confirm_no_url_rewrite"",""confirm_candidate_fingerprint_only"",""confirm_scope_metadata_only"",""confirm_recourse_only""],""slice_fields_count"":36,""slice_stdout_json_keys"":[""denominator_closure_allowed"",""execution_order"",""extract_command"",""mutation_allowed"",""operator_packet_key"",""output"",""patch_dry_run_command"",""person_ingestion_allowed"",""program_name"",""raw_candidate_names_committed"",""raw_person_urls_committed"",""review_queue_lane"",""slice_rows"",""workbook""],""tmp_root"":""/tmp/redmank_vanderbilt_blank_execution""}","Non-mutating verification that blank Vanderbilt reviewer execution slices fail closed. It runs bounded slice commands only to /tmp, proves extraction without filled reviewer decisions fails with the expected empty-patch message, proves an explicit allow-empty dry run validates zero rows without --apply, and removes temporary outputs. It does not fill reviewer decisions, apply patches, write committed decision files, accept people, ingest people, close denominators, verify Vanderbilt, rewrite URLs, accept enrichment facts, publish raw candidate labels or URLs, or collapse identities.",2026-06-09T08:49:00.279759+00:00
